Usuario,Mensagem,Localizacao
MaiconJecsom,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Botingrad, Russia"
cycyanana,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
valdiinha,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
king23ja,"Esse merecia uma entrevista completa, e merece ser nosso presidente!!  #JoãoNoJN","Paulista, Brasil"
Riclsa,"RT @partidonovo30: Logo mais @joaoamoedonovo estará no Jornal Nacional. Será curto, por isso é muito importante que todos estejam ligados p…",Rio de Janeiro
JonathasJohnson,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",
Riclsa,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Rio de Janeiro
beto_goncalves,"#JoãoNoJN Em um minuto, sem o ímpeto dos apresentadores, deu para mostrar, sinteticamente, para que devemos rumar ...",São Gabriel - RS - Brasil
f00lishbeggar,O Brasil tem que conhecer João Amoedo #JoãoNoJN,
lucassouza404,Só o NOVO não faz alianças com corruptos #JoãoNoJN,
Riclsa,RT @joaoamoedonovo: Começou o @jornalnacional! #JoãoNoJN,Rio de Janeiro
locrock666,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Ilicínea, Brasil"
Riclsa,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Rio de Janeiro
adlemdutra,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
MarcioQuelhas,“Reduzir o poder dos políticos”. Para que 1 minuto se 5 palavras bastam ! #JoãoNoJN,
betomagnetoo,"RT @pedroogesteira: #AmoedoNoJN #JoãoNoJN 
Como usar 40seg melhor que 27min",Brasil
pastuszakj,"PRESIDENTE É JOÃO!!
PARABÉNS!!!
#JoãoNoJN  
Presidente é João 30! 

VEM  SEM MEDO COMM   JOÃOOO AMOÊÊÊÊDOOO!!!!… https://t.co/w4LhpLx1wc","São Paulo, Brasil"
HugoNatan5,"Chego a ficar até orgulhoso em ver alguém como o @joaoamoedonovo falar como candidato. Articulado e coerente, ele n… https://t.co/f2cW39Tv7X",
betomagnetoo,RT @CristinaPrztt: #JoãoNoJN Pelo fim do fundo público de campanha,Brasil
KinzaoLima,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Em todo Lugar e  Lugar Nenhum
PatriciaLira78,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Rio de Janeiro, Brasil"
lucassouza404,"RT @pankecamaceio: Prepara o couro gente.....esquerda, direita, centro vao bater pesado no NOVO depois de hoje...... #JoãoNoJN",
JonathasJohnson,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
anagalheigo,RT @isaacbm: 1 minuto com @joaoamoedonovo valeu mais que a semana com os outros  #JoãoNoJN,Rio de Janeiro
LouquinhoTOP,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",
leoleomiranda,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Salvador, BA"
brunocvl,RT @evertonstns: Previsão da Maju: Vem uma forte #OndaLaranja atingindo o Brasil #JoãoNoJN,"Uberlândia, MG BR"
cyroBarbosa,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Teresina - Piauí
Gaalloo13,RT @evertonstns: Previsão da Maju: Vem uma forte #OndaLaranja atingindo o Brasil #JoãoNoJN,
biancheti,Muito desproporcional a participação do #JoãoNoJN perante aos demais candidatos que lideram as famigeradas e combal… https://t.co/qtvwds6N2C,"São Paulo, Brasil"
Gaalloo13,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…",
lucassouza404,RT @CristinaPrztt: Uma oportunidade para a Globo mostrar que renovar na política é possível: levar aos expectadores uma entrevista com @joa…,
IveSeixas,vale a pena ver o NOVO de novo! @partidonovo30 #JoãoNoJN @joaoamoedonovo,"Resende, Brasil"
tamy10133660,"Rapaz, ainda estão verificando se um preso por corrupção pode se candidatar como presidente? Ainda tem VT do Lula p… https://t.co/RabTJjZDAu",Manaus
cyroBarbosa,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Teresina - Piauí
tamiecristie,"RT @wbellofilho: Daqui a pouco tem João Amoêdo no Jornal Nacional. Um minuto apenas, mas um minuto de serenidade, boas ideias e sinceridade…",
EliasNasci88,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",028
rafapsiramos,Gostei muito da sua participação no JN. Continuo acreditando que o Novo é a possibilidade mais aceitável neste momento. #JoãoNoJN,"Pradópolis, Brasil"
lucassouza404,"RT @ExmoPresidente: Em 1 minuto ou menos q isso, o #JoãoNoJN falou mais do q os candidatos q tiveram tanto espaço durante a semana",
AntonioOPereir4,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Aricanduva, São Paulo"
Welling93567124,RT @MarcioQuelhas: “Reduzir o poder dos políticos”. Para que 1 minuto se 5 palavras bastam ! #JoãoNoJN,
liduinamoura,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Brasil
andremtxra,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","São Paulo, Brasil"
EronaldoHames,Se querem mudanca tem q fazer diferente #JoãoNoJn,
lucassouza404,"RT @NelioSoares1991: #JoãoNoJN mesmo q por 1 minuto sinto me representado nesta eleições, como em nem uma outras tantas q participei anteri…",
cyroBarbosa,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Teresina - Piauí
tamiecristie,RT @AntonioGermano_: Hoje à noite vai ter #JoãoNoJN . A Globo deu apenas 1 minuto de gravação para o Partido Novo e Amoêdo (ao invés dos 27…,
MakysonP,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
Gaalloo13,RT @DanielSpacof: Em um minuto falou mais que os outros em meia hora hahaha #JoãoNoJN https://t.co/TxstSiiuUi,
tamiecristie,RT @ramonndallagnol: #JoãoNoJN só o NOVO é novo. Contra a velha política @joaoamoedonovo,
rdiegovasco,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Nova Iguaçu, Brasil"
drajbarboza,"RT @partidonovo30: Logo mais @joaoamoedonovo estará no Jornal Nacional. Será curto, por isso é muito importante que todos estejam ligados p…",Rio de Janeiro
tamiecristie,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
 #JoãoNoJN https://t.co/oshcZX3H8n",
RoseMaria563,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
AndradeBruno2,"@jornalnacional Uma vergonha um Jornal desse porte dar apenas um minuto para os Presidenciáveis falar, as leis já d… https://t.co/UO83o3xKm7",São Paulo / SP / Brasil
fergutieres,Reduzir o Poder dos Políticos 👏🏼👏🏼👏🏼 O mais preparado! @jornalnacional @joaoamoedonovo no #JoãoNoJN VAMOS RENOVAR T… https://t.co/b7pPXrF9l4,"-23.986258,-46.297072"
fedetarbine,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
Douglas12626875,Estamos com João Amoêdo!,"Campo Grande, São Paulo"
mrieswinck,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Videira, Brasil"
pastuszakj,"ÃO, ÃO, ÃO PRESIDENTE É JOÃO!!
PARABÉNS!!!
#JoãoNoJN  
Presidente é João 30! 

VEM  SEM MEDO COMM   JOÃOOO AMOÊÊÊÊD… https://t.co/dnIX33yVt4","São Paulo, Brasil"
Fabibibica,"#JoaoNoJn #JoãonoJN vaiiii, João!!!!! O NOVO me representa! https://t.co/INFKaio8sy",
edsonmeireles,"1 minuto que valeu mais do que 4x27min
@joaoamoedonovo
#JoãoNoJN","Sorocaba, Brasil"
olivepc,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Rio de Janeiro
PatriciaLira78,RT @IveSeixas: vale a pena ver o NOVO de novo! @partidonovo30 #JoãoNoJN @joaoamoedonovo https://t.co/eMUJAKU3xO,"Rio de Janeiro, Brasil"
alfredopln,"É a onda laranja do 30
#JoãoNoJN https://t.co/Cl88yNXTii",Happy City
gabinooriega,"RT @fergutieres: 👏🏼👏🏼👏🏼 O mais preparado! @jornalnacional @joaoamoedonovo 
no #JoãoNoJN VAMOS RENOVAR TUDO!!!!🧡🧡🧡 https://t.co/0sEKOTbNNR","Garanhuns, Brasil"
Lincolnsoccer,"RT @partidonovo30: Logo mais @joaoamoedonovo estará no Jornal Nacional. Será curto, por isso é muito importante que todos estejam ligados p…","RJ, Brasil"
lucassouza404,"RT @Garuti1985: #JoãoNoJN assim.como qualquer outro candidato, merece espaço para apresentar suas propostas e idéias, a Tv e imprensa em ge…",
betomagnetoo,RT @acltonilima: #JoãoNoJN vamos mostrar o Novo.,Brasil
guicmoraes_,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Campos dos Goytacazes, RJ"
janetesartor,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
Edu_Shimote,"Quem sensato acredita na mudança dessa família, primeira votação no congresso o exército sobe a rampa. #JoãoNoJN",
PadovaniStudio,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Brasília - DF
betomagnetoo,"RT @Amandinhasep: 1 minuto não dá ne, essa Globo ta de palhaçada com eleitor #JoãoNoJN",Brasil
Lincolnsoccer,"RT @wbellofilho: Daqui a pouco tem João Amoêdo no Jornal Nacional. Um minuto apenas, mas um minuto de serenidade, boas ideias e sinceridade…","RJ, Brasil"
17Serginho,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",
EronaldoHames,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
VitorDrumond4,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Mineirão - Toca III
victxr_lz,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Porto Velho, Brasil"
leandroamaralbh,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Minas Gerais, Brasil"
Lincolnsoccer,RT @ramonndallagnol: #JoãoNoJN só o NOVO é novo. Contra a velha política @joaoamoedonovo,"RJ, Brasil"
lucassouza404,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…",
keilamartins9,@joaoamoedonovo @libdep @joaoamoedonovo perdi sua entrevista. Tem o vídeo completo em algum lugar pra gente assistir? #JoãoNoJN,
FigueiraMotta,RT @lucassouza404: Só o NOVO não faz alianças com corruptos #JoãoNoJN,"São Paulo, Brasil"
VitorDrumond4,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Mineirão - Toca III
SchreinerFlavia,"RT @patriotatambem: Assuntos do momento: Brasil · Alterar Alterar configurações d velório de Aretha Franklin revolta fãs
#LulaNasUrnasTSE
T…",Grey Sloan Memorial Hospital 
Raynamaciel,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Canoas, Rio Grande do Sul"
JssicaTeles8,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Manaus, Brasil"
Lincolnsoccer,"RT @NelioSoares1991: #JoãoNoJN mesmo q por 1 minuto sinto me representado nesta eleições, como em nem uma outras tantas q participei anteri…","RJ, Brasil"
wagnergLins,"RT @Welling93567124: #JoãoNoJN Chega a ser gritante  a diferença,1 minuto de João Amoêdo foi mais produtivo e direto do que os 27 que cada…",Duque de Caxias
lucassouza404,RT @cc_trevisani: Mais e mais cidadãos brasileiros abandonam as sombras da caverna de Platão depois de experimentarem a luz da realidade...…,
Val_Ce1,"RT @Edu_Shimote: Quem sensato acredita na mudança dessa família, primeira votação no congresso o exército sobe a rampa. #JoãoNoJN https://t…","Ceará, Brasil"
BuhlFabiano,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
gabritadeira,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Rio Grande do Sul, Brasil"
Lincolnsoccer,RT @AntonioGermano_: Hoje à noite vai ter #JoãoNoJN . A Globo deu apenas 1 minuto de gravação para o Partido Novo e Amoêdo (ao invés dos 27…,"RJ, Brasil"
AltinhoRJ,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
major0mask,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
#JoãoNoJN https://t.co/th8Vm8rSOx","Fortaleza, Brasil"
FigueiraMotta,RT @isaacbm: 1 minuto com @joaoamoedonovo valeu mais que a semana com os outros  #JoãoNoJN,"São Paulo, Brasil"
RogerioFaggione,RT @nrnflamengo: É suma importância conhecer todos os candidatos a presidente do Brasil e suas propostas. Em instantes teremos  #JoãoNoJN h…,Brasil
Lincolnsoccer,RT @LuizBGermano: Hoje teremos o candidato a presidência mais preparado apresentando suas propostas em um curto espaço de tempo. #JoãoNoJN,"RJ, Brasil"
lucassouza404,"RT @Melogaby15: Daqui a pouco tem hein. João amoedo 30
A onda laranja ta virando tsunami 
 #JoãoNoJN",
arthurmachadobr,Leia-se reduzir o poder de representação popular. Tão simples quanto isso. É um projeto de poder que visa a captura… https://t.co/Wt9TNbWcmr,"São Paulo, Brasil"
valeria82494024,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Machado MG
tamiecristie,RT @cc_trevisani: Mais e mais cidadãos brasileiros abandonam as sombras da caverna de Platão depois de experimentarem a luz da realidade...…,
tamiecristie,"RT @NelioSoares1991: #JoãoNoJN mesmo q por 1 minuto sinto me representado nesta eleições, como em nem uma outras tantas q participei anteri…",
Queith_Marjore,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Brazil
edpaternostro,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Bahia, Brasil"
cssl2000,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Brasil
valeria82494024,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Machado MG
_WeslleyGomes,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",Brazoca
tamiecristie,RT @LuizBGermano: Hoje teremos o candidato a presidência mais preparado apresentando suas propostas em um curto espaço de tempo. #JoãoNoJN,
Lincolnsoccer,"RT @Garuti1985: #JoãoNoJN assim.como qualquer outro candidato, merece espaço para apresentar suas propostas e idéias, a Tv e imprensa em ge…","RJ, Brasil"
ricardobardan,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Sao Paulo
BoyRiiOficial,"João Amoêdo precisa de uma entrevista melhor, @RedeGlobo 
#joãonoJn",
Lincolnsoccer,RT @lucasgalarce: A renovação política é urgente. Votar em políticos acomodados e profissionais não tirará o Brasil da crise política. #Joã…,"RJ, Brasil"
ApoloCoosta,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
Lincolnsoccer,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
 #JoãoNoJN https://t.co/oshcZX3H8n","RJ, Brasil"
doido,RT @evertonstns: Previsão da Maju: Vem uma forte #OndaLaranja atingindo o Brasil #JoãoNoJN,Belo Horizonte
kingwederson,Acho que o #JoãoNoJN passou bem a mensagens no tempo padrão Eneias.,"ʬ Bom Jardim de Minas, Brazil."
brunolarapinto,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Belo Horizonte, Brasil"
fabiolamazzulli,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
Lincolnsoccer,"RT @iuriaguiar: Está chegando a hora.
#JoãoNoJN https://t.co/Mxiqy5hG7K","RJ, Brasil"
naluhnaxx,Liguei na globo só pra ver o #joãonojn e foi isso? @jornalnacional Vcs deveriam apresentar melhor os candidatos e s… https://t.co/DHsIpRuZ4C,△Jupiter △
rogeriothe,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Teresina
athosjaja,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"São Leopoldo, Brasil"
betomagnetoo,Eficiência é dar o recado com pouco tempo #JoãoNoJN,Brasil
_Mari_Ella_,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
#JoãoNoJN https://t.co/th8Vm8rSOx","Brasília, Brasil"
JeanderMedeiros,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
 #JoãoNoJN https://t.co/oshcZX3H8n",Fortaleza-CE
ararog,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Brazil
Gaalloo13,"RT @Lennilson10: EU ACHEI QUE ERA SACANAGEM, MAS EU OUVI MAIS PROPOSTAS EM 1 MINUTO DO QUE TODOS OS OUTROS EM 27 MINUTOS ESSA SEMANA KKKKKK…",
Victor__rod,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
dgcasagrande,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Boqueirão, Curitiba"
dapdias,"Renovação arrombado? Veja aí o Fachin, acabou de dar voto baseado na ONU, q vc defende. Entendeu? Vc joga contra o… https://t.co/sEyjVG5pKW","São José do Rio Preto, Brasil"
PatriciaLira78,"RT @tr3v4: Pense #Novo! Vote Novo 30! @partidonovo30 @joaoamoedonovo 🌊🍊
#JoãoNoJN https://t.co/th8Vm8rSOx","Rio de Janeiro, Brasil"
vboattini,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…",
evertonstns,RT @IveSeixas: vale a pena ver o NOVO de novo! @partidonovo30 #JoãoNoJN @joaoamoedonovo https://t.co/eMUJAKU3xO,"João Pessoa, Brasil"
tamiecristie,RT @lucasgalarce: A renovação política é urgente. Votar em políticos acomodados e profissionais não tirará o Brasil da crise política. #Joã…,
AllanLabbate,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn",
DarneiJr,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
lucassouza404,"Fim dos privilégios, menos estado, e mais indivíduo #NOVO30 #JoãoNoJN",
luiztaborda,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Brasil
Gaalloo13,"RT @fergutieres: 👏🏼👏🏼👏🏼 O mais preparado! @jornalnacional @joaoamoedonovo 
no #JoãoNoJN VAMOS RENOVAR TUDO!!!!🧡🧡🧡 https://t.co/0sEKOTbNNR",
wagnergLins,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Duque de Caxias
morais_marianne,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Belo Horizonte, Brazil"
fergutieres,O mais preparado! @jornalnacional @joaoamoedonovo no #JoãoNoJN VAMOS RENOVAR TUDO!!!!🧡🧡🧡 https://t.co/mS6pHAlDzI,"-23.986258,-46.297072"
leticialinsf,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Recife, PE/ BVB, RR"
braganca_neto,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Niterói, Brasil"
wagnergLins,"RT @Welling93567124: #JoãoNoJN Globo toma vergonha na cara!! O povo quer ouvir o melhor candidato para o Brasil, 1 minuto é ridiculo, darem…",Duque de Caxias
Luciana55416713,"RT @fergutieres: 👏🏼👏🏼👏🏼 O mais preparado! @jornalnacional @joaoamoedonovo 
no #JoãoNoJN VAMOS RENOVAR TUDO!!!!🧡🧡🧡 https://t.co/0sEKOTbNNR","Batatais, Brasil"
morais_marianne,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Belo Horizonte, Brazil"
evertonstns,"RT @Lennilson10: EU ACHEI QUE ERA SACANAGEM, MAS EU OUVI MAIS PROPOSTAS EM 1 MINUTO DO QUE TODOS OS OUTROS EM 27 MINUTOS ESSA SEMANA KKKKKK…","João Pessoa, Brasil"
JanisJSouza,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…",Brasil
wagnergLins,"RT @NelioSoares1991: #JoãoNoJN mesmo q por 1 minuto sinto me representado nesta eleições, como em nem uma outras tantas q participei anteri…",Duque de Caxias
FatimaFCanton,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,São Paulo
PedroPhlp,Só pra fortalecer: #joãonojn,"Teresina, Brasil"
andrercr,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Governador Valadares
Monstro_V2,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN",Mordor
Anathielle,"#JoãoNoJN

EU VOTO 30 🌊🍊 https://t.co/ZFlzJAMa8a",
betomagnetoo,RT @evertonstns: Previsão da Maju: Vem uma forte #OndaLaranja atingindo o Brasil #JoãoNoJN,Brasil
wagnergLins,"RT @fergutieres: Chega da velha Política, ninguém quer mais isso! Só os acomodados! Agora é João Amoêdo 30 🧡 #JoãoNoJN",Duque de Caxias
naluhnaxx,"RT @BoyRiiOficial: João Amoêdo precisa de uma entrevista melhor, @RedeGlobo 
#joãonoJn",△Jupiter △
fernandopferro,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,
elomaciel,"RT @BoyRiiOficial: João Amoêdo precisa de uma entrevista melhor, @RedeGlobo 
#joãonoJn",
betomagnetoo,RT @DanielSpacof: Em um minuto falou mais que os outros em meia hora hahaha #JoãoNoJN https://t.co/TxstSiiuUi,Brasil
ZezoCanna,"resumo do que é preciso ser feito no Brasil - os caras não representam nada
enchem o bolso de dinheiro
tão lá ligan… https://t.co/gCdGTBLsnb","São Paulo, Brasil"
adrianomacena,É hoje! #JoãoNoJN https://t.co/gX246ho1Qf,São Paulo - Brazil
fergutieres,VAMOS REDUZIR O PODER DOS POLÍTICOS! VAMOS RENOVAR TUDO! #JoãoNoJN @joaoamoedonovo https://t.co/xXgF4nqJ39,"-23.986258,-46.297072"
SmileyMoura,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"Natal, Rio Grande do Norte"
psfurtado2012,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…","Natal, RN - Brasil"
AlexandredeAlci,RT @fergutieres: Reduzir o Poder dos Políticos 👏🏼👏🏼👏🏼 O mais preparado! @jornalnacional @joaoamoedonovo no #JoãoNoJN VAMOS RENOVAR TUDO!!!!…,
lucassouza404,"RT @AmunozRafael: Só o NOVO é novo
#JoãoNoJN
#AmoêdoNoJornalNacional",
betomagnetoo,"RT @Brunainnamorato: #JoãoNoJN Vale a pena ouvir o que o candidato à presidência da República João Amoêdo tem a dizer. Inteligente, sensato…",Brasil
Moises_Smits,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Juiz de Fora, Brasil"
_gomesroberto,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Rio de Janeiro, Brasil"
Moises_Smits,"RT @joaoamoedonovo: ""Por isso a renovação é tão necessária. Por isso criamos o Partido Novo"" #JoãoNoJn","Juiz de Fora, Brasil"
betomagnetoo,"RT @pankecamaceio: Prepara o couro gente.....esquerda, direita, centro vao bater pesado no NOVO depois de hoje...... #JoãoNoJN",Brasil
marcelofturra,"RT @joaoamoedonovo: ""No fundo o que a gente defende é reduzir o poder dos políticos"" #JoãoNoJN","Rio Grande do Sul, Brasil"
CoradoCamara,"RT @Welling93567124: #JoãoNoJN É impressionante a mobilização dos eleitores do João Amoêdo 30, se sem tempo de TV, debates etc.., essa onda…",Escola de Engenharia de Lins
iluminatti_,"Pagina do João @joaoamoedonovo não para de receber curtidas, só depois da entrevista no JN foram mais de 500

#JoãoNoJN","Carlos Barbosa, RS"
wariette,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,"ÜT: -22.378712,-47.386484"
AlexandredeAlci,"RT @edsonmeireles: 1 minuto que valeu mais do que 4x27min
@joaoamoedonovo
#JoãoNoJN",
ro_mencor,RT @joaoamoedonovo: Logo mais estarei no Jornal Nacional. Será curto por isso é muito importante que todos estejam ligados e compartilhem.…,Em algum lugar...
CoradoCamara,RT @evertonstns: Previsão da Maju: Vem uma forte #OndaLaranja atingindo o Brasil #JoãoNoJN,Escola de Engenharia de Lins
leandroblackdog,"Triste o pouco espaço que o #jn #JornalNacional #G1 @realwbonner deu para o #JoãoAmoedo, isso quer dizer que a emis… https://t.co/Fmx8nmdr1G",
