Usuario,Mensagem,Localizacao
achtungmegs,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
NevesJuvenil,"RT @JoelAlexandreM: Marina Silva tem 32 anos de vida publica, o que ela fez nesse tempo, porque não é cobrada por isso ? Ela já teve oportu…",
dutrinhaphelipe,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
edianasilva,RT @BlogDoPim: #MarinaNoJornalNacional continuou em cima do muro. Assista ao meu comentário para a Jovem Pan. https://t.co/4ELjTS2Xp3,Brasil
MarinaSilva18_,RT @Jockisan: Definitivamente Marina foi a que se saiu melhor na entrevista do JN. Conseguiu responder bem as questões e não se deixou ser…,1⃣8⃣
douglasdouglasd,"MEU DEUS CARA NÃO ACREDITO QUE VOU FALAR ISSO!
MAIS ATE A ESTOCADORA DE AR DA ANTA DA DILMA ERA MENOS RUIM QUE UM G… https://t.co/rx00lij6XB",Marte
Edinilsonalve10,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,Curitiba- PR
rosahst,"RT @franciscomacsoa: O único candidato que defende polícia e exercito! Que quer ordem e progresso pro país. 

O único que NÃO é esquerdista…","São José, (SC)"
pequenaevs,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","João Pessoa, Brasil"
SrFax1sta4,"RT @edmilsonpapo10: ""A senhora criou um partido para não se misturar com os outros partidos que a senhora chama de corruptos. Agora seu par…",Lacrolandia
luis13vieira,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…",
_luanaacastroo,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",Brasil
heIeena,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
sorryimthai,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,"Porto Alegre, Brasil"
RafaelCRF33,RT @BlogDoPim: #MarinaNoJornalNacional continuou em cima do muro. Assista ao meu comentário para a Jovem Pan. https://t.co/4ELjTS2Xp3,"Rio de Janeiro, Brasil"
brunovox,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou a única candidata que diz que apoia a Lava Jato."" Fake News. Dizer, todos dizem. Apoiar, al…","Belo Horizonte, Brasil"
JCMACIEL2,"RT @GiMG__: #MarinaNoJornalNacional

De volta ao túnel do tempo 👇 https://t.co/GVzFY3YShk",
DicasdaLingua,Eita... Tô quase votando nela.....,Xxxx
cacauarretada,"RT @guilerwe: Se a Marina que usar da sustentabilidade pra melhorar o Brasil, pq n???? Tem gente que acha que com o armamento da população…",Santa Cruz/RN
RevMarq,"RT @BetoSilvaBR: Não vi a entrevista da 
#MarinaNoJornalNacional . Alguém sabe se ela saiu dançando tipo o Bolsonaro? https://t.co/O13QDtJl…",
ivanjr_miguel,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou a única candidata que diz que apoia a Lava Jato."" Fake News. Dizer, todos dizem. Apoiar, al…",São Jose dos Campos
MANUELROLPH,"RT @opapocahontas: Sou Marina Silva, uma candidata firme e EDUCADA é outro nível, melhor sabatina de todas. Mesmo pressionada em nenhum mom…","Niterói, RJ, Brasil"
MANUELROLPH,"RT @GiovanniMockus: (Marina) - Eu falo desde 2010, e já tem gente me copiando.
(Bonner) - A senhora tá repetindo o candidato de ontem.
(Mar…","Niterói, RJ, Brasil"
brunovox,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","Belo Horizonte, Brasil"
SuzartAlexia,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Macapá, Brasil"
asgardianxx,MELHOR PARTE,221B Baker Street
Dr_Nobre,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Campo Grande
OslecMac74,O Gandhi é um engodo. Dizem que ele retirou a Inglaterra de seu país sem disparar uma bala. Mentira. A Inglaterra s… https://t.co/pbMAPf3MRN,"santo andré, sp, brasil"
Ricbsjr,"RT @VladimirBorin: Que horror de entrevista...Deus me livre de viver numa  Marinolândia: O cara estuprou: dialoga com ele, fulano matou: va…",
juliaffr,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Palmas, Brasil"
macielclar,"Resumo da entrevista no #JN 

Marina propõe ser Adm de um grupão de Whatsapp onde todos os dias irá sugerir temas p… https://t.co/m9vwQDR1rX","Oslo, Norway"
MarinaSilva18_,RT @moraisdethiago: Itamar Franco foi na minha opinião o maior estadista que o Brasil já viu. Fiquei mto feliz de ter ele citado na entrevi…,1⃣8⃣
duarte_euler,"RT @pauloap: QUER SABER QUEM É MARINA SILVA? ESSA AQUI:

#MarinaNoJornalNacional https://t.co/b4he2iRpxn","Santa Luzia, Brasil"
Wilson121964,"RT @franciscomacsoa: O único candidato que defende polícia e exercito! Que quer ordem e progresso pro país. 

O único que NÃO é esquerdista…","Boqueirão, Santos"
helbarboza,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…",snap: heliocentrico7
bugrao_78,"RT @OCorvo_: Deu ruim pra Marina Silva no Jornal Nacional heim
#MarinaNoJornalNacional https://t.co/FSPc2fiD2D",CAMPINAS-SP- BRAZIL
agddesign,"RT @JoelAlexandreM: Marina Silva tem 32 anos de vida publica, o que ela fez nesse tempo, porque não é cobrada por isso ? Ela já teve oportu…","Niterói, RJ"
asgardianxx,"RT @Metropoles: ""Ser líder não é ser dono do partido, Bonner. O líder de um partido é aquele que é capaz de dialogar com os diferentes"", di…",221B Baker Street
thiagoeugeni0,O discurso calmo e conciliador da @MarinaSilva é o q mais me agrada entre os candidatos. Se fosse pra escolher pres… https://t.co/fzLh4lI9cA,Manaus
heber_henrique,RT @wesleyoliveira3: Marina Silva acredita que todos devem ter o direito e a liberdade de exercer sua fé ou mesmo sua ausência de fé. Em su…,"Itanhaém, Brasil"
vulgo_nica,"RT @fabwiano: Quando o professor tá explicando algo e fica olhando fixamente em mim  https://t.co/M7nubS64mO

#MarinaNoJornalNacional","Niterói, Brasil"
FrauOMuller,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Algum lugar entre os pólos
brunovox,"RT @delucca: ""Incoerência é fazer aliança por tempo de TV"", diz Marina Silva, que aliou-se ao PV pra poder somar o número de deputados nece…","Belo Horizonte, Brasil"
odio_nao,RT @carolinatre: .@realwbonner pergunta das divergências na Rede sobre impeachment: - Isso não pode dar a impressão que falta à líder do pa…,
MarinaSilva18_,"RT @leandroconexao: Sem dúvidas a melhor entrevista foi a da Marina, seguida por Ciro. Isso é nítido. #MarinaNoJornalNacional",1⃣8⃣
kencurte,"RT @JovemAncia: @Sil_Mergulhao e @katz22br  mudaram de candidato? 
Não quero seguir quem curte cabo eleitoral do Bozo, super bolsominion. D…",Beverly Hills
luizinhocrf,"RT @Desesquerdizada: De #MarinaNoJornalNacional: ""Eu sou a única candidata que apoia a Lava Jato"".
FALSO: Com exceção do criminoso preso em…","Brusque, SC"
MarinaSilva18_,RT @ronnyoungoldman: Vendo a Marina nessa entrevista não me arrependo nem 1 segundo de ter votado nela em 2014. Continua sendo muito melhor…,1⃣8⃣
DaniCalixto5,"RT @JoelAlexandreM: O que faz alguém votar na Marina ? Não tem opinião para nada, quer dialogar e fazer plebiscito para tudo, não tem lider…","Toledo, Brasil"
odio_nao,"RT @carolinatre: Renata Vasconcellos: Por que não assumir posturas, posições?

Marina Silva: Se existe uma pessoa que assume posições essa…",
MarinaSilva18_,RT @Luacassemiro: Marina hoje provou que de fraca não tem nada. Esse rótulo não cola. Vão ter que arrumar outra coisa para desqualifica-la.…,1⃣8⃣
MANUELROLPH,RT @cmilashavanas: passaram o tempo todo sem perguntar nd sobre as propostas dela e só tentando atacar felizmente a fada saiu ilesa um ícon…,"Niterói, RJ, Brasil"
MarinaSilva18_,"RT @felipe_depaula: Não pretendo votar nela, mas a Marina foi a quem melhor encarou o pelotão de fuzilamento de Bonner e Renata. Falou firm…",1⃣8⃣
herminioaneto,"RT @Matheus___CRVG: #EntrevistaJN: Qual candidato(a) se saiu melhor na entrevista ao Jornal Nacional, e mostrou-se preparado(a) para comand…","Aracaju, Brasil"
BordinVania,"RT @pauloap: Marina, não foi só a Dilma e o Temer que cometeram o crime de caixa dois, hein...

https://t.co/7RYTkqhWqK

#MarinaNoJornalNac…","Paraná, Brasil"
juxferrr,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
AlessandroChui,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,"Curitiba, Brasil"
Priscila_Dias17,"RT @VladimirBorin: Que horror de entrevista...Deus me livre de viver numa  Marinolândia: O cara estuprou: dialoga com ele, fulano matou: va…","Guarujá, Brasil"
AnneMenezes13,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Béozonte. Minas, Uai!"
danimarley,"RT @WORD_NEWSS: Marina não sabe se foi golpe ou impeachment, mas vai convocar um plebiscito para decidir.
#MarinaNoJornalNacional https://t…","Caracas, SP"
MorenoJose0809,RT @BlogDoPim: #MarinaNoJornalNacional continuou em cima do muro. Assista ao meu comentário para a Jovem Pan. https://t.co/4ELjTS2Xp3,"Liberdade, São Paulo"
RawanAlcantara1,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou a única candidata que diz que apoia a Lava Jato."" Fake News. Dizer, todos dizem. Apoiar, al…",Brasil
NevesJuvenil,"RT @franciscomacsoa: O único candidato que defende polícia e exercito! Que quer ordem e progresso pro país. 

O único que NÃO é esquerdista…",
MarinaSilva18_,RT @AndreASPereira: Apesar de tudo (Bonner e Renata) a entrevista da Marina foi a melhor #MarinaNoJornalNacional,1⃣8⃣
CAMANUELLA,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","Brasília, Brasil"
cid_aimbire,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…","Curitiba, Paraná"
MarinaSilva18_,"RT @carllosab: Melhor entrevista ! Serena, tranquila e forte ! Parabéns Marina 👏🏽👏🏽 #MarinaNoJornalNacional",1⃣8⃣
analia_varela,RT @DonSergiones: Marina sabe que Dilma foi golpeada sob a liderança de Aécio que ela Marina apoiou e fez campanha. Se Marina fosse uma pes…,Natal - RN - Brasil
EliasDilma,"RT @VladimirBorin: Que horror de entrevista...Deus me livre de viver numa  Marinolândia: O cara estuprou: dialoga com ele, fulano matou: va…",
souzamagno27,"RT @Matheus___CRVG: #EntrevistaJN: Qual candidato(a) se saiu melhor na entrevista ao Jornal Nacional, e mostrou-se preparado(a) para comand…",Brasilia
Cristianemaia,"RT @Desesquerdizada: De #MarinaNoJornalNacional: ""Eu sou a única candidata que apoia a Lava Jato"".
FALSO: Com exceção do criminoso preso em…",
euxuxu_,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",hogwarts
ODI33EU,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","Salvador, Bahia, Brasil"
Vicctoor69,"RT @guilerwe: essa entrevista não foi dada ao #MarinaNoJornalNacional, mas é importante assistir, principalmente vocês mulheres.  https://t…",Rio de Janeiro
MarinaSilva18_,RT @geoaraujos: Marina foi quem melhor aproveitou o minuto final da entrevista. uau!!  #MarinaNoJornalNacional,1⃣8⃣
MarinaSilva18_,"RT @Amanda_CamposC: Marina foi a melhor na entrevista até agora
#MarinaNoJornalNacional",1⃣8⃣
gesicaroberta,"Debater, debater, debater.. e a impressão  que dá é que se ela chegar a governar,  no final de todo o mandando… https://t.co/mAswWeu2Ox",Brasil
abstraio,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Minas Gerais, Brasil"
MR_montozo,"RT @marininhapistol: Eis que Bolsonaro vê Marina Silva e Renata Vasconcellos numa moto... 🔫😎

#QuintaDemetruraSDV 
#MarinaNoJornalNacional…","Nilópolis, Brasil"
kareculas,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Curitiba-Paraná-Brasil
Nos_no_bar,RT @BetoSilvaBR: #MarinaNoJornalNacional com licença; fui informado que mulheres não apoiam Bolsonaro. Essa informação procede? 🤔 https://t…,
twizfe,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
osmarsilveira86,"RT @VladimirBorin: Que horror de entrevista...Deus me livre de viver numa  Marinolândia: O cara estuprou: dialoga com ele, fulano matou: va…",Goiás Brazil
agnesgb,"RT @jacyjuly: Ser mulher é ser questionada se tem pulso firme pra liderar

#MarinaNoJornalNacional",
lacerda_rogeria,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…","Minas Gerais, Brasil"
MarinaSilva18_,RT @fixedstefan: a entrevista da marina tá muito melhor do que a de alckmin #MarinaNoJornalNacional,1⃣8⃣
MarinaSilva18_,"RT @CELLADORNEL: Melhor entrevista! Parabéns, Marina 👏👏#MarinaNoJornalNacional",1⃣8⃣
driseIa,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
novellinobia,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Nova Iguaçu, Brasil"
MarinaSilva18_,RT @elainemfelix: Até agora a entrevista da Marina é a melhor. #MarinaNoJornalNacional,1⃣8⃣
ricoelazaro,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
jadsongomes_,"RT @lsentoes: ""O Brasil que eu quero pro futuro é um Brasil que debate"" #MarinaNoJornalNacional","Nova Cruz, RN, Brasil"
WallacyAnchieta,"RT @vazelvis1: #MarinaNoJornalNacional Bora pra cima, jogar pesado e sem colinha na mão. https://t.co/mEDFDZf878",Brasília
RafaelPereira_S,RT @BlogDoPim: #MarinaNoJornalNacional continuou em cima do muro. Assista ao meu comentário para a Jovem Pan. https://t.co/4ELjTS2Xp3,
adilson_criar,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,"Taquara, Brasil"
MarinaSilva18_,"RT @vegetalzinho: Marina pisou com classe 

#MarinaNoJornalNacional",1⃣8⃣
Antonsilva,"RT @BetoSilvaBR: Não vi a entrevista da 
#MarinaNoJornalNacional . Alguém sabe se ela saiu dançando tipo o Bolsonaro? https://t.co/O13QDtJl…",
nathy_almeida_,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
ditelou,"RT @psamarco_BR: Bonner não tira o Lula da cabeça para falar mal. Resolve isso, Bonner, convidando ele para entrevista e para de dizer que…",Floripa -SC-Brasil
RawanAlcantara1,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Brasil
LuanderAraujo,"RT @bchartsnet: É isso, Ciro ou Marina na presidência do Brasil #MarinaNoJornalNacional","Macaé, Brasil"
SeujocaMoro,"RT @Ro_Moller: Eu não conheço ninguém que vote na Marina Silva...

E para aqueles que votam, espero continuar não conhecendo...

Não consig…",Campinas
Julieanne_mel,O Brasil que eu também quero.,Maricá RJ
MarinaSilva18_,RT @Agsonn1: Marina pisou falando sobre o Brasil que ela quer pro futuro 👏👏👏👏👏👏 #MarinaNoJornalNacional,1⃣8⃣
joaomazocante,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Brasília, Brazil"
lennapalooser,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",Rio de Janeiro
lucasfr97,"RT @jacyjuly: Ser mulher é ser questionada se tem pulso firme pra liderar

#MarinaNoJornalNacional",022
Riadliggalo17,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou a única candidata que diz que apoia a Lava Jato."" Fake News. Dizer, todos dizem. Apoiar, al…",BRASIL
lucasfr97,"RT @vanusa_sl: Um país economicamente próspero,
Socialmente justo
Ecologicamente sustentável!!
-arrasou Marina!!👏👏👏👏👏
#MarinaNoJornalNacion…",022
MarinaSilva18_,"RT @Kingofdebosh: Marina pisou muito no ""Brasil que eu quero"", lindíssima nunca critiquei #MarinaNoJornalNacional",1⃣8⃣
JorgeLuizMend12,"RT @JoelAlexandreM: O que faz alguém votar na Marina ? Não tem opinião para nada, quer dialogar e fazer plebiscito para tudo, não tem lider…","Duque de Caxias, Brasil"
RawanAlcantara1,"RT @BlogDoPim: Capacidade se mostra. Posicionamento, também. Valorizar a trajetória e a superação de adversidades é justo, mas #MarinaNoJor…",Brasil
darknesstoh,"RT @Desesquerdizada: De #MarinaNoJornalNacional: ""Eu sou a única candidata que apoia a Lava Jato"".
FALSO: Com exceção do criminoso preso em…",Formosa do Sul - SC
Biduxa,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","SP, Brazil"
sweetenecstasy,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
BadGalExplicit,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Pernambuco, Brasil"
soldierjbxrnes,RT @william_c_a_v: marina você ta de parabéns muito educada fina e de classe entrevista super calma #MarinaNoJornalNacional https://t.co/1U…,
MarinaSilva18_,"RT @luizfelipe_crf: Marina PISOU no Bonner... ser líder não é ser dona do partido...
AAAAAAAAA

Obviamente. Não é uma ditadura né meu queri…",1⃣8⃣
PIncorreta,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","Florianópolis, Brasil"
gleiciferreiira,"RT @LeandroSearah: A armadilha q o JN caiu e se viu obrigado a sustentar é chata demais

Fizeram com o primeiro, tem q levar a pelassaquice…",Manaus
xand_fg,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",
scullyspooky,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Natal, Brasil"
77Sheriff,"RT @JoelAlexandreM: O que faz alguém votar na Marina ? Não tem opinião para nada, quer dialogar e fazer plebiscito para tudo, não tem lider…",Brasil
gustavomoraesB,"RT @JoelAlexandreM: Marina Silva tem 32 anos de vida publica, o que ela fez nesse tempo, porque não é cobrada por isso ? Ela já teve oportu…",João Pessoa/PB
JulesDrezza,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","América do Sul, Brasil"
cleberlr75,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…",
Nos_no_bar,"RT @Ro_Moller: Eu não conheço ninguém que vote na Marina Silva...

E para aqueles que votam, espero continuar não conhecendo...

Não consig…",
mdmguimaraes,"Inclua na lista:

@terca_livre 
@allantercalivre 
@pauloap 
@PauloMartins10 
@JoelAlexandreM 
@conexaopolitica… https://t.co/LSXsEA64Pk",Brasil
CANOVAS33,RT @MarinaSilva: Você sabia que o jornal britânico The @guardian colocou Marina Silva entre as 50 pessoas que podem salvar o planeta? Conhe…,Santo andré
PIncorreta,"RT @BlogDoPim: Capacidade se mostra. Posicionamento, também. Valorizar a trajetória e a superação de adversidades é justo, mas #MarinaNoJor…","Florianópolis, Brasil"
NevesJuvenil,"RT @JoelAlexandreM: Minha reação ao ouvir a Marina dizendo que vai ser presidente do Brasil.

#MarinaNoJornalNacional https://t.co/xWPzqrTv…",
lyssa_crvlh,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",Rj
tania_tpimentel,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Juiz de Fora - MG - Brazil
Volantys,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,
puta_sensivel,"RT @_wesleyalvs: #MarinaNoJornalNacional

foi ai que eu
     me apaixonei 

           aquele sorriso 

                       aquela droga…","Linhares, Brasil"
tania_tpimentel,"RT @BlogDoPim: Capacidade se mostra. Posicionamento, também. Valorizar a trajetória e a superação de adversidades é justo, mas #MarinaNoJor…",Juiz de Fora - MG - Brazil
laboure_lima,"RT @MarinaSilva: Depois de todas essas batalhas, agora o meu tempo chegou! #MarinaNoJornalNacional #VoteMarina18 https://t.co/OAB35H9zCa","Niterói, RJ. Brasil"
_mvcvini,"RT @alvxaro: a marina é a única que vai ser julgada pela aparência ou vocês acham o bolsonaro, ciro, amoêdo e etc uma coisa linda? https://…",Brasil
CaiuAraujo,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",Minha casa 
CherutMarcela,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
LJAnimacoes,"O único que tem MORAL pra fazer isso... haha
BOLSONARO 17!","tokio, Brasil"
Riadliggalo17,"RT @SimoneRJ_BR: #MarinaNoJornalNacional Resumo: Marina é a candidata mais IN possível: INdecisa, INcapaz, INcompetente e IMoral (por não s…",BRASIL
sonia_schoecher,RT @BlogDoPim: #MarinaNoJornalNacional continuou em cima do muro. Assista ao meu comentário para a Jovem Pan. https://t.co/4ELjTS2Xp3,
laboure_lima,"RT @MarinaSilva: Se eu ganhar, vou governar com os melhores de todos os partidos. Temos que olhar as pessoas e a trajetória, não apenas o p…","Niterói, RJ. Brasil"
thiagoborgs_,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
CANOVAS33,"RT @MarinaSilva: Depois de todas essas batalhas, agora o meu tempo chegou! #MarinaNoJornalNacional #VoteMarina18 https://t.co/OAB35H9zCa",Santo andré
dias_mig,"RT @BlogDoPim: Capacidade se mostra. Posicionamento, também. Valorizar a trajetória e a superação de adversidades é justo, mas #MarinaNoJor…",Belo Horizonte
thomcairo,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,"São Paulo, SP"
dias_mig,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",Belo Horizonte
dilneifilho,RT @MarinaSilva: Você sabia que o jornal britânico The @guardian colocou Marina Silva entre as 50 pessoas que podem salvar o planeta? Conhe…,Fortaleza
cmagnor2,"RT @AleBlackmore: @mescobedo30 @lsentoes @patibaroli Tá na mão 😁👊😎👉👉

#MarinaNoJornalNacional https://t.co/Yl8B510Kh2",
NevesJuvenil,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",
DruideRibeiro,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…",
FabiolaSantos94,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,
CarlosNevesmar1,"RT @BlogDoPim: #MarinaNoJornalNacional: ""Eu sou mulher, sou negra, fui seringueira."" E diz que há muita gente que acha que, em razão dessa…","Natal, Brasil"
vitoriakreutz,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Porto Alegre, Brasil"
araujosmarcelo_,"RT @dquirino96: ""Você parece que continua com dúvidas"" KKKKKKKKKKKKKKK Essa mulher é maravilhosa #MarinaNoJornalNacional","Pariconha, Brasil"
robertareporter,Concordo!,São Paulo - SP.
RevMarq,"RT @henriolliveira: ""MARINA SILVA, e o ABORTO?“
Vamos debater.

""MARINA SILVA, e as DROGAS?“
Vamos debater.

""MARINA SILVA, e as ARMAS?“
Va…",
perrieai,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,"Natal, Brasil"
LJAnimacoes,"#MarinaNoJornalNacional As mulheres são BOLSONARO 17, no primeiro turno talkei?! haha","tokio, Brasil"
laboure_lima,RT @MarinaSilva: O que atesta a minha vida são mais de 30 anos de vida pública sem nenhum envolvimento em casos de corrupção. #MarinaNoJorn…,"Niterói, RJ. Brasil"
fm2000top,RT @OslecMac74: O Gandhi é um engodo. Dizem que ele retirou a Inglaterra de seu país sem disparar uma bala. Mentira. A Inglaterra saiu do p…,
joaaobranco,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",
renato_fmenezes,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…","Rio Branco, Brazil"
SanttosWSA,RT @mannicome: Discurso final da Marina Silva foi o melhor dessa semana DEFINITIVAMENTE #MarinaNoJornalNacional https://t.co/nCgcCvaYLR,
edsonveloso,RT @MarinaSilva: Marina Silva foi recebida por apoiadores na entrada da @RedeGlobo. A entrevista no @jornalnacional começa às 20h30. Acompa…,"Mato Grosso, Brasil"
aliciadantas_f,"RT @alvxaro: a marina é a única que vai ser julgada pela aparência ou vocês acham o bolsonaro, ciro, amoêdo e etc uma coisa linda? https://…","Belford Roxo, Brasil"
edsonveloso,"RT @RodolfoCV: É criticada por ter apoiado o Aécio (em quem, aposto, os apresentadores do JN com certeza votaram). Seria criticada se tives…","Mato Grosso, Brasil"
paulino4x4,"RT @DonSergiones: A Marina na eleição passada apoiou o bandido irresponsável golpista Aécio Neves, da cocaína e malas de dinheiro, que mata…",
luluka_25,RT @MarinaSilva: Você sabia que o jornal britânico The @guardian colocou Marina Silva entre as 50 pessoas que podem salvar o planeta? Conhe…,Manaus
Lucas_de_neves,"RT @mathsoliv: Esse tweet representa o que acontece quando uma mulher entra na política, não importa o debate político o que importa é o ca…",027
jeffersonjunior,RT @marinadolacre: Tudo bem a entrevista mas vocês já viram o HINO que tá o cabelo da Marina Silva??? #MarinaNoJornalNacional https://t.co/…,Brasil
HEROIAL,"RT @dabloesse: Sobre Alianças e Corrupção: @realwbonner lembrou a @MarinaSilva que ela teve 22 milhões de votos e que mesmo sabendo do ""Aer…",
