Usuario,Mensagem,Localizacao
Lzd_22,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",nan
KetlenAguida,"""Apuração indica Bolsonaro com 49% dos votos válidos; siga"" #Eleições2018 https://t.co/ha26qkZPcf",nan
Dezahh_ciccone,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,São Paulo
CarlosFlaviolim,"RT @carlosmaculan: Haddad só está ganhando no Nordeste.

#Eleições2018 #Bolsonaro17 https://t.co/VQU23Vt0Mu","Rio de Janeiro, Brazil"
NEY2014,RT @agenciabrasil: Segurança é reforçada em hotel onde Bolsonaro pode falar https://t.co/Lm7xiXQ55x  #EBCnasUrnas #Eleições2018 https://t.c…,macapa
itsraau,Se for para o salnorabo ganhar que ganhe no segundo turno e acabe com esse nosso sofrimento ou comece com ele de ve… https://t.co/tVfvkYX6Ix,Brazil
Whelinton4,"RT @RenovaMidia: Jair Bolsonaro (PSL) tem 45% dos votos válidos, segundo boca de urna do Ibope. O seu principal adversário, o petista Ferna…",nan
arrobaklebber,Sudeste com 11% das urnas apuradas e Bolsonaro liderando por lá #FudeuGente #RipBrasil #Eleições2018,nan
eita_miria,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…","Joinville, Brasil"
WhiteDragonSDV,"RT @brunopatette: Presidência 

Urnas 57,31%

Bolsonaro (PSL):  48,94%
Haddad (PT):  26,30%
Ciro (PDT): 12,17%
Alckmin (PSDB): 4,87%

#Elei…","Campos Gerais, Brasil"
badklauss_,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",Hogwarts
LariFerreira__1,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",22
luissotonyi,Tendência forte para Bolsonaro liquidar no primeiro turno. A onda conservadora é um tsunami. #eleições2018,nan
marcyttha,"RT @marcuspantoja: TEM COISA MELHOR QUE VER A CARA DOS JORNALISTAS DO @GloboNews VENDO O BOLSONARO GANHAR NO PRIMEIRO TURNO 
#Eleições2018…",nan
Ingridsillva98,"Pelo amor gente ñ vai rolar segundo turno 
Infelizmente è Bolsonaro #Eleições2018",Mogi Das Cruzes - SÃO PAULO 
Lzd_22,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…",nan
jainesoliveira,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,nan
pastormesquita,"#Eleições2018 @jairbolsonaro tem 48,94% com 29,5 milhões de votos; Haddad tem 26,30%, com 14,6 milhões; Ciro tem po… https://t.co/BOJwv36HPH",nan
leo_drummond,"RT @radiobandnewsfm: #Eleições2018 Com 53% das urnas apuradas, Jair Bolsonaro lidera com 49%. Fernando Haddad está em segundo com 26%. Ciro…",rio de janeiro
jbdireita,"RT @carlosmaculan: Haddad só está ganhando no Nordeste.

#Eleições2018 #Bolsonaro17 https://t.co/VQU23Vt0Mu",ANTI-COMUNISMO
leoghz1,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018",nan
cammilareiss,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…",Belo Horizonte - MG
HenriquePicanco,"No Sul, Bolsonaro vence em todos os estados, com exorbitantes 65% em Santa Catarina. 57% no Paraná e 53% no Rio Gra… https://t.co/7Cpb8jdJlg","Itaboraí, Brasil"
brightaehy,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,genius lab
lucasfaIcao,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018","Região Oceânica, Niterói"
crvgizaias,É melhor JAIR se acostumando.,"Garrett, TX"
renantl,Mais de 30 milhões de pessoas burras e alienadas.. QUE VERGONHA 😔 #Eleições2018 #EleNão,"Brazil, Sao Paulo"
naldo1775,"RT @RenovaMidia: Jair Bolsonaro (PSL) tem 45% dos votos válidos, segundo boca de urna do Ibope. O seu principal adversário, o petista Ferna…",Em Algum Lugar desse Brasil 
Fabianoshow4,"RT @folha: BOCA DE URNA: Boca de urna mostra mostra Flavio Bolsonaro eleito, no Senado do Rio #folha #Eleições2018 https://t.co/4xnQ2YK7Up",São Paulo
priscilapsn,"RT @folhape: #Eleições2018 | 57% das urnas apuradas: Bolsonaro tem 48,94%. Haddad, 26,30%; Ciro 12,17%. https://t.co/5QkxyjUO7w",Brasil
LarissaMayerpp,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…","Santa Maria, RS, Brasil"
m0nomia,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,"Espírito Santo, Brasil"
PsicoDosAnjos,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…",nan
vitoria_cams,RT @aIanbrado: Eu se o Bolsonaro for eleito no primeiro turno. #Eleições2018 https://t.co/7eRgAswbFd,"Foz do Iguaçu, Brasil"
OficialNeyander,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…","Belo Horizonte, Brasil"
molequesobrio,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…","Minas Gerais, Brasil"
b_toledoh,A diferença entre as apurações nas regiões ainda garante espaço para potencial vitória de Bolsonaro no 1º turno. Ap… https://t.co/x4yoHycEzh,S. Paulo
MiriaFigueiredo,"Quem vota em @jairbolsonaro por região do Brasil?
Lembrando que só 11% da região sudeste apurada que disseram que d… https://t.co/3Bbz13i3pZ","Brasil, São Paulo, São Paulo"
Nathhedgehog,"RT @atenafranci: ""bolsonaro tem chances de ser eleito no primeiro turno"" 
#Eleições2018
https://t.co/OvkBDm8m8D","Santos, Brasil"
molequesobrio,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018","Minas Gerais, Brasil"
ebcnarede,RT @agenciabrasil: Segurança é reforçada em hotel onde Bolsonaro pode falar https://t.co/Lm7xiXQ55x  #EBCnasUrnas #Eleições2018 https://t.c…,Brasil
mxthvx,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,summoner's rift
carlahebling,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018",Brasil
mathi_mm,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018",Teresina/Natal
Pamplonety,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…","Belém, Brasil"
Jduartee10,Essas #Eleições2018  vai terminar e pelo incrível que pareça o Bolsonaro vai ganhar 😨,Jaboatão dos Guararapes
Hazza_Baby3,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,Brasil
_S_779,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",Brazil
cruzoe1,"RT @delaunoy2: A presidente, al 50% escrutado:
Jair Bolsonaro 49,02%
Fernando Haddad 26,09%
Ciro Gomes 12,3%
Geraldo Alckmin 4,8%
João Amoe…",Nueva Bilbao de Gardoqui
oneear_,"RT @Otsugaia: @RogerioBetin @jairbolsonaro Que felicidade kk
#Eleições2018 #17Neles #1turno https://t.co/F08pcbBRjH",Brasil
Rock_Camilinha,Apuração indica Bolsonaro com 49% dos votos válidos; siga #Eleições2018 https://t.co/mIBGtNSdq1,nan
isa02038161,"RT @folhape: #Eleições2018 | 57% das urnas apuradas: Bolsonaro tem 48,94%. Haddad, 26,30%; Ciro 12,17%. https://t.co/5QkxyjUO7w","Recife, Brasil"
camzumbi,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,nan
LariFerreira__1,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…",22
LalitaShind,Cade vc Cirinho? #Eleições2018 #17Neles #17NoPrimeiroTurno,nan
AnaBonatto07,"RT @Kamixxxzzz: Eu apagando meus tweets contra Salnorabo, para não ser perseguido na ditadura #Eleições2018 https://t.co/nZyxEEWd7u",nan
evanirvieirajr,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…",nan
debochadaskkk,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…","Rio Grande do Sul, Brasil"
GamerLoucoo,"RT @Bolsoneas: Todo crime contra @jairbolsonaro é válido, inclusive crime eleitoral. #Eleições2018 #FraudeNasUrnas https://t.co/mTMV2t5xnX","Santa Catarina, Brasil"
Zezetii2,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018",Errejota
HPelegros,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…","Recife, Brasil"
iamjsvadd,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,nan
halsi_nowseioq,"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018","São Paulo, Brasil"
OqVcQiser,RT @natbaggins: MEU DEUS DO CÉU GENTE OLHA ISSO METADE DAS URNAS E JA TA COM O SALNORABO NA FRENTE EU TO ME TREMENDO #ViraViraClR0 #Eleiçõe…,"Do vale, sz bb"
who_seven,"RT @IgorNavarroBFR: A Região Sudeste tem 90% para apurar para presidente. Bolsonaro é muito forte aqui, a chance dele ganhar é muito grande…","Rio de Janeiro, Brasil"
EUAMODEMAISPFC,"RT @Tinem2010: Coração acelerado.
#17Neles #Eleições2018 https://t.co/sFr5TY3AHD","Juiz de Fora, Brasil"
BatistaGii,"RT @MidiaNINJA: Alguns eleitores de Jair Bolsonaro (PSL) estão levando para a cabine de votação armas de fogo. Além disso, ainda fotografam…",nan
madumsm,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,nan
pedrogamerx,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…","São Paulo, Brasil"
caredu2010,"RT @elpais_brasil: #Eleições2018 | Boca de urna: Bolsonaro tem 45% e disputa o segundo turno com Haddad, que tem 28% https://t.co/UZTmhIPtsw","San Juan, Puerto Rico"
luanssgomes,o nordeste n vai da esse gostinho caralho #EleNão #Eleições2018,"Ceará, Brasil"
schnorberto,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018","UK, Recife"
kmilapereira980,"ai drogaaaaaa, vai ter que engolir!!!!!!!!!
#17nelessss
#MulheresComBolsonaro 
#BolsonaroPresidente17… https://t.co/yIKQlaHG5G",21
carolmcbrids,"RT @anaclaudia_rs6: Bolsonaro liderando em todas as regiões, exceto Nordeste!! 

QUE PAÍS É ESSE CARAAIO! 
#Eleições2018 https://t.co/L7ivI…",nan
juristarodrigos,"RT @g1: ELEIÇÃO PRESIDENCIAL: Com 53% das urnas apuradas, Bolsonaro tem 49%, Haddad, 26% e Ciro, 12% https://t.co/dvmKuBb4du #Eleições2018…","São Paulo, Brasil"
HERBY06995670,"RT @NickiMinajBraz: Parcial para PRESIDENTE!

Jair Bolsonaro (PSL) 49,02%
Fernando Haddad (PT) 26,01%
Ciro Gomes (PDT) 12,31%

#Eleições201…","Recife, Brasil"
raulimao,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…","São Paulo, Brasil"
RainhaCarminha,Nordeste é a ÚNICA REGIÃO onde o Bolsonaro não ganha! É por isso que eu não canso de dizer que é a maior e melhor r… https://t.co/Nsh6OFdRbc,Bairro Divino 
washzao1,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",Brasil
DaniloASouza2,RT @natbaggins: MEU DEUS DO CÉU GENTE OLHA ISSO METADE DAS URNAS E JA TA COM O SALNORABO NA FRENTE EU TO ME TREMENDO #ViraViraClR0 #Eleiçõe…,"Leme, Brasil"
F3rreiraTv,"RT @Otsugaia: @RogerioBetin @jairbolsonaro Que felicidade kk
#Eleições2018 #17Neles #1turno https://t.co/F08pcbBRjH",nan
Parrot022,"RT @g1: ELEIÇÃO PRESIDENCIAL: Com 53% das urnas apuradas, Bolsonaro tem 49%, Haddad, 26% e Ciro, 12% https://t.co/dvmKuBb4du #Eleições2018…",Manuella. 👑
Zapata01T,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…","Marechal Deodoro, Brasil"
Nathhedgehog,RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,"Santos, Brasil"
Patrcia08170258,"RT @AbnerAbnersan29: Minha urna não confirmou voto de Bolsonaro! 
Ao confirmar meu voto, a urna não fez o som de confirmação de voto! 
Vamo…",nan
VanessaPeinado9,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…",Brasil
saviomy,"Ok, Nordeste não dá #1 pro Bolsonaro mas dá pro Haddad kkkk auge, Bozo e PT 2 lixos
#Eleições2018 https://t.co/HFJMhcr4pJ","Belém, Pará"
renatorva,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…",nan
raquelseco,"RT @elpais_brasil: #Eleições2018 | Boca de urna: Bolsonaro tem 45% e disputa o segundo turno com Haddad, que tem 28% https://t.co/UZTmhIPtsw",nan
Tom95033271,"Gente, o que tá acontecendo? Que pesadelo. #Eleições2018 #EleNão #ViraViraCiro12","São Paulo, Brasil"
givebelieber,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,"Marília, São Paulo"
RAFAGESTE,"RT @Otsugaia: @RogerioBetin @jairbolsonaro Que felicidade kk
#Eleições2018 #17Neles #1turno https://t.co/F08pcbBRjH","Vila Velha, Brasil"
2thjuly,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",nan
rafacarneiro27,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…","São Paulo, Brasil"
VanessaPeinado9,"RT @bbcbrasil: Com 57% das urnas apuradas, Bolsonaro aparece agora com 48,94% dos votos e Fernando Haddad, 26,30% #Eleições2018",Brasil
linePereira11,"RT @laerteaguiar_: Esquerda ladeira a baixo!

#17Neles
#Eleições2018
#TchauQuerida
#TchauPimentel
#Witzel
#TchauLindbergh",Brasil
Almeida_buxo,RT @comentv: Jair Bolsonaro com quase 50% dos votos válidos até agora. Tô só a Lady Gaga #Eleições2018 https://t.co/RMzoXz25ew,"Pernambuco, Brasil"
washzao1,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…",Brasil
MaarkusVinicius,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,nan
willianlennon,"RT @g1: ELEIÇÃO PRESIDENCIAL: Com 53% das urnas apuradas, Bolsonaro tem 49%, Haddad, 26% e Ciro, 12% https://t.co/dvmKuBb4du #Eleições2018…",61
javigui,"RT @tferrerm: A presidente, al 50% escrutado:
Jair Bolsonaro 49,02%
Fernando Haddad 26,09%
Ciro Gomes 12,3%
Geraldo Alckmin 4,8%
João Amoed…",Caracas-Venezuela Libre
MePegaBieberzao,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",adam levine my man  ❤️
19nn_,"RT @anaclaudia_rs6: Bolsonaro liderando em todas as regiões, exceto Nordeste!! 

QUE PAÍS É ESSE CARAAIO! 
#Eleições2018 https://t.co/L7ivI…","Manaus, Brasil"
vaimalandro,"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018","Fortaleza, Brasil"
Ei_Ruuh,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,"Macapá, Brasil"
joe_lima14,"O Mito lidera com 48,9% hahahahah
Chora oposição kakaka
#Eleições2018 #17Neles",Pedreiras - Ma
EduardoSantos05,"RT @g1: ELEIÇÃO PRESIDENCIAL: Com 53% das urnas apuradas, Bolsonaro tem 49%, Haddad, 26% e Ciro, 12% https://t.co/dvmKuBb4du #Eleições2018…",São Paulo  Brasil 
eriiicles,#Eleições2018 Nordeste: Única região que bolsonaro n lidera!! Que orgulho https://t.co/xxsGSRIik9,"Recife, Brasil"
galo_2018,RT @iskkr4: Eleitores do coiso estão agredindo pessoas em #Lisboa e gritando que são fascistas sim! Ajudem a denunciar!!! @MidiaNINJA @J_LI…,nan
agoraeuentendi,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,Nowhere
fabricio_fariaz,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…",nan
_nossnse,RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,nao existe amor em sp
AyurvedaPoa,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…",Porto Alegre - RS - Brasil
vvisneski,"CARAAAA 65% Bolsonojo em SANTA CATARINA

Mano não é possíveeeeel #Eleições2018 #SC","Florianópolis, Brasil"
leticiawg12,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H",nan
CoaraClaralho,Bolsonaro ganhar cabou eu  #Eleições2018,Errexota
anagabrielaledo,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",Planet Earth for now! 
mimisissima,"RT @gabyynunezs2: #Eleições2018 #vaisernoprimeiroturno17 #17Neles 
É MELHOR JAIR SE ACOSTUMANDO!! https://t.co/MHPhhS04U2",nan
JosueDeSousaMa1,"RT @radiobandnewsfm: #Eleições2018 Com 53% das urnas apuradas, Jair Bolsonaro lidera com 49%. Fernando Haddad está em segundo com 26%. Ciro…",nan
BlogDoTato67,"RT @BlogDoTato67: Ibope boca de urna: Bolsonaro 45,%, candidato da quadrilha 28% #Eleições2018 #lulanacadeia #PTNuncaMais","Brasil, de Bananas e Bundas "
pauroig5,Meu Deus! #Eleições2018 #Bolsonaro17,Catalunya - Món
kiklop74,"RT @tferrerm: A presidente, al 50% escrutado:
Jair Bolsonaro 49,02%
Fernando Haddad 26,09%
Ciro Gomes 12,3%
Geraldo Alckmin 4,8%
João Amoed…",Buenos Aires
mithjoon,"RT @ingzinhazao: ISSO, BOLSOLIXO EM 1 LUGAR 
BRASILEIRO SÃO UNS FUDIDO MESMO 
QUANDO LEVAREM UM BELO TIRO NO CÚ 
 RAPIDINHO SABEM IR PRAS R…",nan
raulimao,"RT @radiobandnewsfm: #Eleições2018 Com 53% das urnas apuradas, Jair Bolsonaro lidera com 49%. Fernando Haddad está em segundo com 26%. Ciro…","São Paulo, Brasil"
Quaker2212,RT @inaesandy: bolsonaro quase sendo eleito no primeiro turno #Eleições2018 https://t.co/XIKevrSdqR,Curitiba
Tbloidovisk,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…",Acre
OnlyFiree,RT @RainhaCarminha: Nordeste é a ÚNICA REGIÃO onde o Bolsonaro não ganha! É por isso que eu não canso de dizer que é a maior e melhor regiã…,nan
pityankee,"RT @bbcbrasil: #URGENTE Primeira parcial das eleições presidenciais mostra Jair Bolsonaro (PSL) em primeiro lugar, com 49,02% dos votos. Fe…",venezuela
pedrogamerx,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…","São Paulo, Brasil"
hanbinllion,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,lia's soulmate
FabricioDias007,"#Eleições2018 - Primeiros percentuais oficiais. 53,4% das urnas apuradas para presidência:
Jair Bolsonaro (PSL) - 4… https://t.co/o26jd5Jznq","Curitiba, Brasil"
fuckslipa,"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018",24/10/17–10/11/17–12/01/18❤️
Fozzimus,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,Brazil
dizia_a,"RT @carlosmaculan: Haddad só está ganhando no Nordeste.

#Eleições2018 #Bolsonaro17 https://t.co/VQU23Vt0Mu",Brazil
fazenda10_,Fudeuuuuu o coiso vai ganhar. Vou voltar para o Canadá :( #Eleições2018,nan
emillyrdg,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",Logo ali
pedro02oficial,"#Eleições2018 - Primeiros percentuais oficiais. 57,31% das urnas apuradas para presidência:
Jair Bolsonaro (PSL) -… https://t.co/2w55mqKfhu","Rio de Janeiro, Brasil"
gatomalucolip,"eita jair com 49%, se chegar a 60 nos proximos 80% apurados, é dele",092 - MAO
delclaro_,"RT @g1: ELEIÇÃO PRESIDENCIAL: Com 53% das urnas apuradas, Bolsonaro tem 49%, Haddad, 26% e Ciro, 12% https://t.co/dvmKuBb4du #Eleições2018…",nan
Daniel_Henrq,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…",nan
LoreHarleyQuinn,"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018",Grey Sloan Memorial Hospital
anagabrielaledo,"RT @MetroJornal_SP: #Eleições2018: O TSE acaba de divulgar a apuração parcial para a presidência.

Com 53% das urnas apuradas, Jair Bolsona…",Planet Earth for now! 
gabrieliimaaa,"RT @jornal_opopular: #Brasil 
Presidente
🗳 Apuração: 53,49%
Jair Bolsonaro ➡ 49,02%
Fernando Haddad ➡ 26,09%
Ciro Gomes ➡ 12,31%
Geraldo Al…","Manaus, Brasil"
RadioJornalAMFM,#EleiçõesSJCC #Eleições2018 Segurança é reforçada em hotel onde Bolsonaro pode falar - https://t.co/qJRN4VU5tU https://t.co/WjpCadpeRW,Recife
rosanacoments,RT @RainhaCarminha: Nordeste é a ÚNICA REGIÃO onde o Bolsonaro não ganha! É por isso que eu não canso de dizer que é a maior e melhor regiã…,"Fortaleza, Brasil"
Gabbi_Rocha,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,"Santa Maria, Brasil"
axthour,RT @RainhaCarminha: Nordeste é a ÚNICA REGIÃO onde o Bolsonaro não ganha! É por isso que eu não canso de dizer que é a maior e melhor regiã…,"São Paulo, Brasil"
elisangela1906,RT @radiobandnewsfm: #Eleições2018 Acaba de sair os primeiros números de boca de urna para a Presidência da República. @jairbolsonaro tem 4…,Brasil
denisazevedo,"Olha, pelo visto o PT vai eleger o Bolsonaro em primeiro turno, ou muito perto disso.
Obrigado a todos os envolvidos.
#Eleições2018","Florianópolis, SC, Brasil"
santdouglass,Falta pouco #Eleições2018 #17Neles #SomosTodosBolsonaro17,Brazil
gianferrara,"RT @tferrerm: A presidente, al 50% escrutado:
Jair Bolsonaro 49,02%
Fernando Haddad 26,09%
Ciro Gomes 12,3%
Geraldo Alckmin 4,8%
João Amoed…",Caracas-Venezuela
iiMaDream,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,Cwb
lucas_reaca,"Vai ser de lavada

BOLSONARO PRESIDENTE

#Eleições2018 #17neles","Rio Grande do Sul, Brasil"
angelaalacchi,"RT @tferrerm: A presidente, al 50% escrutado:
Jair Bolsonaro 49,02%
Fernando Haddad 26,09%
Ciro Gomes 12,3%
Geraldo Alckmin 4,8%
João Amoed…",San Miguel -Santiago Chile
AdemirZvang,"RT @SmayMachado: Independente do resultado da #Eleições2018 para presidente, estas eleições tem um grande vencedor que é #Bolsonaro.

A mai…","Blumenau, Brasil"
Alxya2,"Se Bolsonaro for para o segundo turno ele perde, 49% dos votos , pra q segundo turno? N entendo #Eleições2018","São Gonçalo, Brasil"
2626cp,"RT @Bolsoneas: Fraude nas urnas em Marília/SP
homem vai votar e aparece a foto do poste...ele reclamou e foi colocado para fora da sessão p…",nan
GlaClasen,"RT @carlosmaculan: Haddad só está ganhando no Nordeste.

#Eleições2018 #Bolsonaro17 https://t.co/VQU23Vt0Mu",nan
eritLuxx,RT @pecesiqueira: Ces tão elegendo nazistas https://t.co/hiDnJbQ6ZC,bellus
neighbourarctic,"Mano, depois de todas as campanhas do #EleNão, até fora do país as pessoas conseguiram se conscientizar da condição… https://t.co/CJh6Rb6agV","lucyfer, amanda rogerio, iza"
