Usuario,Mensagem,Localizacao
Ana12566224,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…","São Paulo, Brasil"
valvntinx,"RT @folha: Após votar, Boulos diz confiar em 2º turno e que Bolsonaro 'não tem moral nenhuma' https://t.co/zCnXV7PKFC #Eleições2018 https:/…",b. ♡
phenosbr,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",nan
MarisaMuniz,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",Brazil
iaragb,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",Patopolis
Moacir74021273,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…","Rio de Janeiro, Brasil"
daysecoficial,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",são  paulo
MarciaP_RJ,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",nan
veragimenez,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",Brasil Rio de Janeiro
JuniorGomesCRVG,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…","Rio de Janeiro, Brasil"
victordorsey25,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",nan
ivonetse,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",nan
victovargas,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",Brasilia/DF
cjcastro45,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",SP
nidingrr,RT @g1: Boulos vota em SP e pede para que eleitor 'não deposite o ódio nas urnas' https://t.co/tJ7WfoHvgb #Eleições2018 #G1 https://t.co/Ns…,"Guarani das Missões, Brasil"
gudenfischer,RT @g1: Boulos vota em SP e pede para que eleitor 'não deposite o ódio nas urnas' https://t.co/tJ7WfoHvgb #Eleições2018 #G1 https://t.co/Ns…,nan
Adelmoreira,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…",nan
zainpadre,RT @clubdoscinco: boulos voce é presidente no meu coração ok https://t.co/nTCIJSrQXq,nan
jbiebosta,RT @clubdoscinco: boulos voce é presidente no meu coração ok https://t.co/nTCIJSrQXq,nan
AndreAndrebt5,"@GuilhermeBoulos ....uhh...gosto.mas, aceitar assalto tbm nao....","Boa Vista, Brasil"
analucra,RT @g1: Boulos vota em SP e pede para que eleitor 'não deposite o ódio nas urnas' https://t.co/tJ7WfoHvgb #Eleições2018 #G1 https://t.co/Ns…,no livrinho dentro do pão doce
AKnakiewicz,"RT @Raul_Akira: Boletim de urna da minha seção. Zona Eleitoral: 347. Escola Zalina - SP.

#bolsonaro #boulos #ciro #amoedo #Daciolo #Marina…","São Paulo, Brasil"
GraingerMarcos,"RT @g1saopaulo: O candidato do PSOL na eleição para presidente, Guilherme Boulos, chega com as filhas para votar na PUC-SP #Eleições2018 ht…","Los Angeles, CA"
oliveiradewill,"RT @g1saopaulo: O candidato do PSOL na eleição para presidente, Guilherme Boulos, chega com as filhas para votar na PUC-SP #Eleições2018 ht…",nan
myheartgastochi,RT @clubdoscinco: boulos voce é presidente no meu coração ok https://t.co/nTCIJSrQXq,audácia
marveIdcxmics,RT @clubdoscinco: boulos voce é presidente no meu coração ok https://t.co/nTCIJSrQXq,odaat stan
shittycalumh,RT @clubdoscinco: boulos voce é presidente no meu coração ok https://t.co/nTCIJSrQXq,"João Pessoa, Brasil"
ThallysBAlm,"Boca de Urna Presidente

Bolsonaro 45
Haddad 28
Ciro 14
Alckmin 4
Amoedo 3
Marina 2
Alvaro, Daciolo, Boulos e Meirelles 1 cada
#Eleições2018","Maceió, AL, Brasil"
revistaabsurda,"AMOEDO LIDERANDO A SÉRIE B E PASSANDO A MARINA 

DACIOLO NA FRENTE DE MEIRELLES E BOULOS

HAUAHAUAHAUAHAAUAHAUAHAUA… https://t.co/VWVnStjkmm",nan
