Usuario,Mensagem,Localizacao
maycon_Fla,Depois que o Daciolo falou pro Haddaad no debate da record que ele Haddad foi o pior prefeito da história da cidade… https://t.co/9S0lC5ICOr,nan
faoposicao,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","-23.549298,-46.659077"
_rayprestes,"""É como se eleitor do Bolsonaro fosse Facção do Norte e o eleitor do Haddad o  Comando Vermelho""
- Bolsominion me e… https://t.co/r4I7Sp8bOe",Manaus
canalpgf,"RT @FatosEsquerda: ""Bolsonaro e Haddad irão disputar o 2º turno; siga a apuração"" #Eleições2018 https://t.co/aGVjxfXjha",Brasil
f1_daniela,"Viva aos #bolsominions !!!

Depois a culpa é do #Nordeste .
#Eleições2018 #HaddadPresidente",BRAZIL
JGZZZO,RT @Poder360: Haddad agradece votos e critica Bolsonaro. https://t.co/FCyolhh8At #Eleições2018 https://t.co/lky3AffHWo,Brasil
Cassia_eu_mesma,RT @1968Alysson: Turma no mínimo louca. Enche o Pais de santinho com lula como Presidente e vem criticar informação falsa. https://t.co/3YR…,nan
ZuzuValle,RT @cleiton_2020: Como tenho vergonha de ALGUNS CEARENSES que viajaram nas mentiras do Lula e do Hadad. Ainda bem que tera 2o. Turno pra co…,"Rio de Janeiro, Brasil"
waxxwings,"RT @homofobiaNAO: Ciros, Marinas, Vera Lúcia, vamos juntos? #AgoraÉHaddad #HaddadÉ13 https://t.co/wC9QWMHbvM","Maceió, Brazil"
SilviaRoldaoMat,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasil
ruanraffam,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Belo Horizonte, Brasil"
Artur_Arao,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Porto Alegre
FernandoCesar77,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasilty
ruanraffam,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","Belo Horizonte, Brasil"
wanderlosk,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",nan
ClaytonWCampos,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Porto Alegre
Thiago_ssj10,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
Mathi_eu_,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",Jakku
smalltown_,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",nan
FelipeSuzano3,Aqui não! #Orgulho #EleNao #Eleições2018 @cynaramenezes  @zehdeabreu @Haddad_Fernando  @LulaOficial @jeanwyllys_real https://t.co/N7evlt997N,"Canudos, Brasil"
Marciaum,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",nan
damnvitch,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",Curitiba
claubermiranda,"RT @oAdvogad0: Nordeste ‘atrapalhou’ Bolsonaro? Não! Foram VALENTES em não permitir avanço do Haddad e Ciro

Em quase todos os estados do N…","-15.800112,-48.031429"
TiaoImoveisIII,"RT @redebrasilatual: Em Porto Alegre, @ManuelaDavila vota e critica 'disseminação de ódio'. Ela disse que aguarda o segundo turno e o prime…","Distrito Federal, Brasil"
TerlaDaSilva,Amooooo o Nordeste #AgoraÉHaddad #VotePorLulaVote13 #Elenão,Ponta Grossa Pr Brasil
Katia_Moretti,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasil
ItalloReal,"RT @correio: Em Caetés, cidade onde Lula nasceu, Haddad bate fácil Bolsonaro https://t.co/tCMdmWxGXW #CBnasEleições #Eleições2018 https://t…","Recife, Pernambuco,Brasil"
Jorgdelgadov,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
gabischffr,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",Brasília
MarihMS,"RT @RenovaMidia: Após 95,57% das urnas apuradas, Jair Bolsonaro (PSL) tem 46,70% dos votos, contra 28,37% de Fernando Haddad (PT).

Teremos…","São José, SC"
Rafaelzeeira,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","São Leopoldo, Brasil"
cestlau,"RT @vitortorres: Essa é a manchete dos sonhos de Bozo, Haddad e Ciro. 

Um só quer ganhar a eleição, não tem projetos e por isso manchetou…",nan
harolfer,"RT @pererucho: #jeanwyllys reeleito. Vitória nossa sobre a homofobia!
Parabéns guerreiro!
#Eleições2018 #HaddadPresidente #FicaTemer #Homof…",Salvador/Jequié/Vit.Conquista
gaaenz,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…","Assis, Brasil"
cacobapt,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",São Paulo.
sinverguenchon,"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 20h45:
Bolsonaro, 46,8%; Haddad, 28,2%; Ciro, 12,5%; Alckmin, 4,…",AlfinalDelTunelHayluz
victorhugomani,"RT @tocomvcs: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018⁠ ⁠ https://t.co/E7172x2zwe",nan
olhapracima,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",França
pablovommaro,"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 21h15:
Bolsonaro, 46,5%; Haddad, 28,5%; Ciro, 12,5%; Alckmin, 4,…",Buenos Aires
ezecatatau,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","Pitimbu, Natal"
RadioagenciaEBC,"Haddad fala em unir democratas e debater frente a frente no segundo turno  
https://t.co/BTQFP0mkp4 #Eleições2018 @EbcNasUrnas",Brasília
pgpedrini,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
YFreitas32,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Goiás, Brasil"
HigorFrederiik,"Nao é só o PCC que comanda da cadeia.

#Eleições2018 #Haddad13",Goiania - Brasil
GilQueirozOf,Eu já excluí muitas pessoas e se for necessário vou continuar.. prestem atenção  APOIAR  o HADDAD agora não é ser p… https://t.co/t4qNuvCzgQ,Espirito Santo 
cdanmatt,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Montevideo,Uruguay"
jdson2496,RT @1968Alysson: Turma no mínimo louca. Enche o Pais de santinho com lula como Presidente e vem criticar informação falsa. https://t.co/3YR…,nan
madrynha2012,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
JairoMotaAragao,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Manaus, Brasil"
DiegoFGomes2,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
mauriliopasqui1,RT @Midia_AM: #Eleições2018: Bolsonaro venceu no exterior. Haddad perdeu para Ciro. https://t.co/MVq36BR2lr,"Rolândia, Brasil"
jaun_predo,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","Rio de Janeiro, Brasil"
cvmn27,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",nan
onurbates,o haddad conseguiu muitos votos até,meu país sp
Lucas6291,Haddad ainda deu uma subidinha,"Rio de Janeiro, Brasil"
CarlusSponder,RT @1968Alysson: Turma no mínimo louca. Enche o Pais de santinho com lula como Presidente e vem criticar informação falsa. https://t.co/3YR…,Brasil
Melodramaticaaa,"Dois novos! Pqp! 
@Lula a culpa é tua incréu! Ah que ódio! Vá pra casa do Chico!!!",No abraço do Kaysar 
luuhlcd,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",CWB
07mike,RT @folha: Bolsonaro e Haddad se enfrentarão no segundo turno https://t.co/DtSOhcCsjG #Eleições2018 https://t.co/EkgMZ6QK9i,&
rgsilvarogerio,RT @g1: ASSISTA: Haddad fala agora em SP https://t.co/jlvoN99W4O #Eleições2018 #G1 https://t.co/McLFnBu8IU,Cariús/CE.
denise_rodr,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",São Paulo/SP/Brasil 🇧🇷
santos_guizin,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",27
souvitorforti,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","Piracicaba, Brasil"
TaylonsnNovaes,"RT @jb_jornalista: O candidato Eduardo Leite (PSDB) afirmou em Pelotas, mais cedo, que não há hipótese de alinhamento ao PT de Haddad. Por…","Arataca, Brasil (Pense em um l"
suc4s,"RT @fgvdapp: Já Ciro, com 3,1 mil tuítes/minuto às 19h, está mais associado a mensagens que lamentam a sua derrota para Fernando Haddad. En…",nan
infografiagp,"Bolsonaro vence em 17 estados, Haddad em 9 e Ciro em 1 https://t.co/33a2yYLQSs #Eleições2018 @gazetadopovo https://t.co/TQuymG9s5X","Curitiba, Brasil"
danielalucio,"RT @TSEjusbr: Quem registrar o voto com máquinas fotográficas, filmadoras, e telefones celulares poderá ser multado em até R$ 15 mil e até…",Recife 
Barbsbra,Ainda assim Haddah é mais suave,"Cascavel, Brasil"
herrderklinglen,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasil
Edvaldo40515921,"RT @patativaparana: Vermelho de Haddad, verde de bozo e azul de Ciro. Valeu, Norte e Nordeste, mais uma vez vocês salvaram o Brasil! ""Vou-m…","Campina Grande, Brasil"
Gi_Tricolor22,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","São Paulo, Brasil"
Ruan24073033,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Mesquita, Brasil"
kamiih_rgs,"RT @tocomvcs: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018⁠ ⁠ https://t.co/E7172x2zwe","Rio do Sul, Brasil"
herrderklinglen,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasil
lolligrrrl,"""ELE NÃO, SEM DUVIDA ""

#Eleições2018 #AgoraÉHaddad #ViraViraClR0 https://t.co/2NqBgB7eq7",Brasil
juristarodrigos,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","São Paulo, Brasil"
Patrici60622391,"RT @edmilsonpapo10: O Instituto Papo10 reafirma sua opinião 
Bolsonaro será eleito
Haddad e Ciro abaixo de 20%
Bolsonaro com mais de 55%
#E…",nan
fredimcsc,RT @otempo: Vídeo em que urna auto-completa número de Fernando Haddad é falso #Eleições2018 #fake #urna https://t.co/kbFbA5qWIM https://t.c…,"Porangabussu, Ceará"
anaabjj,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","Rio de Janeiro, Brasil"
shpedreiro,"RT @correio: Em Caetés, cidade onde Lula nasceu, Haddad bate fácil Bolsonaro https://t.co/tCMdmWxGXW #CBnasEleições #Eleições2018 https://t…",Belem do Para .Atualmente DF
mat_vicentee,"RT @tocomvcs: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018⁠ ⁠ https://t.co/E7172x2zwe","Rio do Sul, Brasil"
naohirotw,"@PubliciAge @Alexandreofici comemorando a vitória do @jairbolsonaro 
#Eleições2018 
#EleNão 
#agoraehaddad",sampa
BrunoBaldessari,"RT @tocomvcs: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018⁠ ⁠ https://t.co/E7172x2zwe","Laurentino, Brasil"
deniziodantas,"RT @elpais_brasil: #Eleições2018 | Bolsonaro: “Vamos colocar um ponto final em todos os ativismos do Brasil”. Após decisão das urnas, Hadda…",nan
Nairobi_bp,MEU PAÍS É O NORDESTE!! NESTE 2° TURNO VAMOS DE @Haddad_Fernando E @ManuelaDavila,"João Pessoa, Brasil"
oukivia,"RT @homofobiaNAO: Ciros, Marinas, Vera Lúcia, vamos juntos? #AgoraÉHaddad #HaddadÉ13 https://t.co/wC9QWMHbvM",brazil
dirceubrito,"RT @claareana: . @Haddad_Fernando “Durante 12 anos, nós construímos uma nação. O que se viu foi um desmonte do nosso projeto.” #AgoraÉHadda…","São Paulo, Brasil"
fabioribeirocg,A luta continua companheiro #haddad13 #haddadpresidente #haddadélula #haddademanu #nordesteéHaddad #PT… https://t.co/kKzw0cw48G,Campina Grande-Paraíba
mellomello_,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Vila Isabel, Rio de Janeiro"
Melodramaticaaa,"Dois NOJOS*
@Lula a culpa é tua incréu! Ah que ódio! Vá pra casa do Chico, fidumamai! 
E odeio errar tweet, correto… https://t.co/HKCSExu8Fy",No abraço do Kaysar 
joomikhail,"RT @patativaparana: Vermelho de Haddad, verde de bozo e azul de Ciro. Valeu, Norte e Nordeste, mais uma vez vocês salvaram o Brasil! ""Vou-m…",SAMPA -Brasil
viniciusnery22,"RT @BelemNoticiass: #ELEIÇÕES2018
53% das urnas apuradas em todo o país:

Bolsonaro 49,2%

Haddad 26,9%",belem para
Pahodinha,"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 21h15:
Bolsonaro, 46,5%; Haddad, 28,5%; Ciro, 12,5%; Alckmin, 4,…",.I.
AlanTomazelli,No segundo turno sera 17x10! Vai ser pouco pro Haddad,"Caxias do Sul, Brasil"
BrenoCXavier,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Belo Horizonte, Brasil"
HelenaSilv13,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","Jardim Anhangá, Dq. de Caxias "
MartaCristinaM7,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Pernambuco, Brasil"
JGZZZO,"RT @TSEjusbr: Quem registrar o voto com máquinas fotográficas, filmadoras, e telefones celulares poderá ser multado em até R$ 15 mil e até…",Brasil
pohagouvea,"RT @lolligrrrl: ""ELE NÃO, SEM DUVIDA ""

#Eleições2018 #AgoraÉHaddad #ViraViraClR0 https://t.co/2NqBgB7eq7","Rio de Janeiro, Brasil"
willgimenes,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","São Paulo, Brasil"
ArmyFor16351944,"RT @oAdvogad0: Nordeste ‘atrapalhou’ Bolsonaro? Não! Foram VALENTES em não permitir avanço do Haddad e Ciro

Em quase todos os estados do N…",nan
khaleesidrew,estou com dor no corpo de tanto medo do facista meu deus do céu #HaddadPresidente #Eleições2018 #PrayForBrazil,Vila Sônia 
CoeRuanPereira,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","São Gonçalo, Brasil"
vportela,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Brasil
fau_passos,"RT @patativaparana: Vermelho de Haddad, verde de bozo e azul de Ciro. Valeu, Norte e Nordeste, mais uma vez vocês salvaram o Brasil! ""Vou-m…",Salvador
eo_felipee,"RT @tocomvcs: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018⁠ ⁠ https://t.co/E7172x2zwe","Ituporanga, Brasil"
n1c0l4u_,"RT @wittfilho: Talvez eu tenha desfrutado da democracia pela última vez, mas pelo menos desfrutei da maneira correta #13neles #Eleições2018","Paraná, Brasil"
jr_muscope,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…", minha namorada sabe e deu
delduque,RT @1968Alysson: Turma no mínimo louca. Enche o Pais de santinho com lula como Presidente e vem criticar informação falsa. https://t.co/3YR…,Brasília-DF
IgorPetter,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Belém, Brasil"
HelioAloise,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Praia Seca, Araruama/RJ"
bea_pardim,"RT @BruValotto: É galera, foco no Haddad no segundo turno https://t.co/uG6ehMvvSz","São Paulo, Brasil"
MrciaCr77420058,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Pernambuco, Brasil"
carollz6,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H",nan
MESSICRF81,RT @lula_oliveira: Outra denúncia....#Eleições2018 https://t.co/9QBQPadhob,"Christchurch City, New Zealand"
blogjubs,"Se o coiso só falar pra Record, eu quero Haddad no Arquivo Confidencial do Faustao, no Fantástico, tomando cafe com… https://t.co/cLkL30yEbU",Rio de Janeiro
patrickjnb,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",Brazil
vudubridges_,"RT @RainhaCarminha: Agora será Bolsonaro x Haddad
Chegou o momento em que a gente escolhe o menos pior, então vou me posicionar e ficar do…",Goias
mariaednyr,RT @g1: URGENTE: JAIR BOLSONARO (PSL) E FERNANDO HADDAD (PT) DISPUTARÃO O 2º TURNO. VEJA OS NÚMEROS FINAIS https://t.co/dvmKuBb4du #Eleiçõe…,"Ceará, Brasil"
_OpssMari,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H",021xxx
vamatoss,"RT @juliofen: Boa noite na vigília, para o Barba
 Guerreiro do povo brasileiro
#LulaLivre
#Eleições2018 
#HaddadPresidente 
#VotePorLulaVot…","Balsas,Maranhão, Brasil"
Andrade1921,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",#17° CMA ZO @mafiaazul77
daniellipr,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Caxias do Sul, RS"
PedroHe82655751,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","Barra Mansa, Brasil"
_araujovitin,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Paranavaí, Brasil"
jdouglas_jus,RT @bbcbrasil: #Eleições2018 Conheça as propostas de Jair Bolsonaro e Fernando Haddad à Presidência do Brasil - candidatos do PSL e PT estã…,Maceió
ademarmelo,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Framingham, MA"
Natacisterna,"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 21h15:
Bolsonaro, 46,5%; Haddad, 28,5%; Ciro, 12,5%; Alckmin, 4,…",Santiago de Chile
MatiasERuiz,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…",Argentina
Jeff_Santos01,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","São Paulo, Brasil"
Oz52890779,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
LucasDelpino,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Santa Catarina, Brasil"
DougDavid_,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
JuanNogueirada1,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Rio de Janeiro, Brasil"
gazetadopovo,"Bolsonaro vence em 17 estados, Haddad em 9 e Ciro em 1. Veja a votação de cada candidato por estado.… https://t.co/ES8rj1eyfT",Curitiba
Luancathoud,"RT @futmemes_: URGENTE!!!!
Um candidato novo e totalmente aleatório, passa haddad e bolsonaro! #Eleições2018 https://t.co/wLMLv9xp8H","Pedra de Guaratiba, Rio de Janeiro"
HeinrichMSchiff,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Roaming the world
JohnnyParrini,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
OutroAurino,RT @J0TA88: eu a partir de agora #AgoraÉHaddad #Eleições2018 https://t.co/7PWTodavLW,"Parnamirim, Brasil"
gustavoservopa,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Curitiba, Brasil"
ina_gentil,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
agorasp,Bolsonaro e Haddad se enfrentam no segundo turno das eleições para presidente. (Foto montagem: Marlene Bergamo e Ed… https://t.co/LNFC82Sppf,"São Paulo, Brasil"
almirjunior10,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",J.A - Sapucaia do Sul
RoslaineSilva,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","São Caetano do Sul, Brasil"
Marcelo89759365,"RT @g1: Bolsonaro vence em 17 estados e Haddad, em 9; nas capitais, placar é 23 a 3 https://t.co/UGcnqR3GTM #Eleições2018 #G1 https://t.co/…","Senhor do Bonfim, Brasil"
VerdadSSinceraS,"@roxmo Pessoal tem medo do Bolsonaro pq ele é autoritário!
Bom deve ser o Lula que libera geral enquanto come o seu… https://t.co/UFCwDXkrmy",Mundo
luciaazevedo,"@RevistaCrusoe @Haddad_Fernando #Eleições2018 
Segundo Turno será:
ORCRIM x LAVA JATO 
Não será questão de ideologi… https://t.co/Jzfz4k9lnK","Rio de Janeiro, City/RJ/Brasil 💚💛💙"
amaralzinhaBR,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",https://www.facebook.com/group
Matheus_Penco,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Rio de Janeiro, Brasil"
jamjjr,RT @cleiton_2020: Como tenho vergonha de ALGUNS CEARENSES que viajaram nas mentiras do Lula e do Hadad. Ainda bem que tera 2o. Turno pra co…,nan
