Usuario,Mensagem,Localizacao
Diefersong,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
elviswfm,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",Paranavaí
sbenathar,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Plano Piloto de Brasília, Brasília"
LorysKnowles,"RT @opovoonline: ENTREVISTA | Ciro manda um “aí, dento!” na GloboNews para eleitor de Bolsonaro. https://t.co/ikZyyX8R3g #EleiçõesOPOVO #El…",Brasil
victor_ssousa,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
AndrepXavier,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",nan
TioPati60851866,"RT @gazetadopovo: Bolsonaro vence em 17 estados, Haddad em 9 e Ciro em 1. Veja a votação de cada candidato por estado. https://t.co/RIKcFMN…",Foda-Se Localização
christiano1720,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
apdemel,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","Natal, Brasil"
jiiminias,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…",🐰+🐥 ♡ jiminie é o meu bebê 
Gabi_AM_Galvao,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Caruaru/ Recife-PE
emiliaefr,"RT @opovoonline: Ciro manda um “aí, dento!” na GloboNews para eleitor de Bolsonaro e diz que vai tomar umas por Camilo. https://t.co/0blgkB…","Fortaleza, Brasil"
camila_sUnicorn,"#SegundaDetremuraSDV
#Eleições2018
#ViraViraClR0
#eleNao 

Como meu pai vê // como eu vejo(ele é) https://t.co/Q2x3pAJTGh",Havana oh na na
getuliosantana,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Rio Grande do Sul, Brasil"
mahquarilouca,"RT @GilQueirozOf: A twitter após o primeiro turno ❤ 
VOTEM NO HADDAD AMORES 
#Eleições2018 #ViraViraClR0 #AgoraÉHaddad #13Neles https://t.c…",Saturno
fitzca,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",Manaus - AM
PedroSilvarv,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Rio Verde, Brasil"
NineSpanic,"RT @RainhaCarminha: Votei no Ciro e não me arrependo, estou com a consciência tranquila de que fiz a coisa certa e não fui compatível com o…","São Luís, Maranhão"
trusttdangeroux,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",JB Follows 14.01.16 at 20:05
paolinellis,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Brasil
toniibatista,"Simples: Não quiseram um candidato maravilhoso como o Ciro, então vamos continuar com o PT mesmo, porque o Lixo rac… https://t.co/9fXkS1EF8N","New Jersey, USA"
lejoypetit,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…","Manaus, Brasil"
nathanpiress,"RT @bchartsnet: Boca de Urna para Presidente IBOPE:

Jair Bolsonaro (PSL) 45%
Fernando Haddad (PT) 28%
Ciro Gomes (PDT) 14%

#Eleições2018",Black River Valley
Anjimleal,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Duque de Caxias, Brasil"
TauMedeiros,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Brasil
sramaloley1,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…",Estudando como ser 12/12
mimis51,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",Rio de Janeiro
GENESES1,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Centro, Rio de Janeiro"
camila_sUnicorn,"#SegundaDetremuraSDV
#Eleições2018
#ViraViraClR0
#eleNao 
#PrayForBrazil
#RIPBrasil

Como meu pai vê // como eu vej… https://t.co/BAi6xZmoTG",Havana oh na na
AnacVentilari,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","-15.754625,-47.891955"
pjmyoon_,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…",myg + pjm ♡ kth + jjk
raulvasconcello,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",Rio de Janeiro
Legitimalimpeza,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",rio de janeiro
pshayashida,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
BatistaGii,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",nan
MarcosShirahige,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Japan
camila_sUnicorn,"#SegundaDetremuraSDV
#Eleições2018
#ViraViraClR0
#eleNao 
#PrayForBrazil
#RIPBrasil

Como meu pai vê // como eu vej… https://t.co/wpVN3JTpTa",Havana oh na na
91makavelli,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Riade, Reino da Arábia Saudita"
ei_malu,RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,kattegat 
Julylarrieee,RT @VaniaLferreira: Obrigada @cirogomes por ter nos dado um pouco de esperança! Infelizmente a grande maioria da população brasileira é esc…,nan
sakata_gin00,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Zumbilândia
abmsonia,RT @tribunadoceara: @cirogomes @ailtonlopespsol #Eleições2018: Uma eleitora disse aos jornalistas que ao digitar os números dos candidatos…,", Porto Alegre"
titowh,"RT @opovoonline: ENTREVISTA | Ciro manda um “aí, dento!” na GloboNews para eleitor de Bolsonaro. https://t.co/ikZyyX8R3g #EleiçõesOPOVO #El…","Fortaleza, Brasil"
Gracee_Jauregui,"RT @camila_sUnicorn: #SegundaDetremuraSDV
#Eleições2018
#ViraViraClR0
#eleNao 
#PrayForBrazil
#RIPBrasil

Como meu pai vê // como eu vejo(e…",Lauren's Heart
dkv78,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Porto Alegre, Caranguejistão"
v_rolandi,"RT @Cecillia: “Ele não, sem dúvidas” - Ciro Gomes ao vivo na Globo News #Eleições2018",Brasil
StellaBetina,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Manaus, Brasil"
ytoshibaa,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","Santa Catarina, SUL "
JessCamargoo,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Foz do Iguaçu- PR.
cyrusafada,"RT @Cecillia: “Ele não, sem dúvidas” - Ciro Gomes ao vivo na Globo News #Eleições2018","Rio Grande, Brasil"
LuizTaker838458,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…",erre jota
btsugaaxx,"Cansei da eleição de 2018, alguém pula para a de 2022
#elenao 
#ViraViraClR0 
#Eleições2018",nan
DodoRootss,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",SP
MonisFisio,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Brasil
MarceloMargon,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Vila Velha, Espírito Santo, BR"
esquerdrops,"RT @Badoguinho: A voz do povo é a voz de Deus! 
Esse Vídeo me faz não perder a esperança! 
#eleições2018 #elenão #ViraViraClR0 #Haddad13 #a…",Brasil
cedro_julio,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Sao paulo
arnobern,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
KSSulinha,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
Gabriel59530582,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","São Paulo, Brasil"
vishthurgo,"RT @Cecillia: “Ele não, sem dúvidas” - Ciro Gomes ao vivo na Globo News #Eleições2018","Rio de Janeiro, Brazil"
umasoldier_,RT @ojamestv: CIRO EU TE AMO #Eleições2018 https://t.co/adPM5lzGw0,Joia da Alma
EduMooncer,"RT @Biscoitaada: @lacerda @fernadeslmila Eu tô chocada, conheci tantas pessoas que disseram votar no Ciro, twitter bombando, não entendo na…","Caruaru, Brasil"
soutodapri,"amigos do viraviraciro, contamos com vcs",Brasil
Saffahda,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…","Barra do Bugres, Brasil"
doyoungheart,RT @VaniaLferreira: Obrigada @cirogomes por ter nos dado um pouco de esperança! Infelizmente a grande maioria da população brasileira é esc…,on neocity
edalvarezro,"RT @TSEjusbr: #ResultadoTSE nas #Eleições2018 
Apuração para Presidente às 20h30:
Bolsonaro, 47%; Haddad, 27,9%; Ciro, 12,5%; Alckmin, 4%;…","Quito, Ecuador"
Pedrovinsk500,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Registro, Brasil"
Diefersong,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",nan
PedroHe76800238,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Guidoval, Brasil"
_suserano_,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
ciro_queiroz,"Único estado da federação, me corrijam se eu estiver errado, que colocou Ciro em primeiro, Haddad em segundo e deix… https://t.co/vkgyOUiPyw",Limoeiro do Norte/Fortaleza-Ce
Bolsonara17,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Aqui - Ali - Acolá.
LeandroTimBeta3,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
marcos__alme,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Porto Alegre--Capital do Mundo
thaicavalcantxi,"Temos força pra isso?
@cirogomes 
@STF_oficial 
@BernardoMF 
@Haddad_Fernando 
@GuilhermeBoulos 
@RedeGlobo… https://t.co/EqvHg8Dvhb",nan
McCaydeen,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",manaus capital da Alemanha
ferreira_rol,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Salvador, Brasil"
apenasvegetand,"RT @Analiviasouzav3: #FicaTemer #ViraViraClR0 #Eleições2018 

Portugal perdoa o Brasil pfv KKK

Preciso de abrigo por uns 4 anos, ISSO É UM…",Brasil
v23_hexa,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
Allyne04132609,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Rio Grande do Norte, Brasil"
natashaU_U,"RT @gabvasa: feliz pelo segundo turno
triste que não é com o ciro https://t.co/M6pOQSSoKJ","São Paulo , sp *"
Dalfamagno,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
meevzz,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…",nan
igorobertto,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","019, São Paulo, Brasil"
paulosq13,"RT @g1: 'Não posso deixar o Brasil cair na mão do fascismo', diz Ciro Gomes https://t.co/Z1fsRRWm5a #Eleições2018 #G1",nan
ricardosobrinho,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","São Vicente, Brasil"
Josiane20570529,"RT @oAdvogad0: Nordeste ‘atrapalhou’ Bolsonaro? Não! Foram VALENTES em não permitir avanço do Haddad e Ciro

Em quase todos os estados do N…","Avaré, Brasil"
apenasvegetand,RT @usecarlos: Que eleições futuras seja Ciro Gomes e Boulos de vice. #ViraViraClR0 #Eleições2018 #,Brasil
HeinZKarasu,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
igorobertto,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","019, São Paulo, Brasil"
georgec80453355,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
icangowtheflow,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…",⚓✝️ 🎶
CerqIago,"RT @vitortorres: Essa é a manchete dos sonhos de Bozo, Haddad e Ciro. 

Um só quer ganhar a eleição, não tem projetos e por isso manchetou…","Vitória, Brasil "
ba_besha,RT @beyapoc: Eu apagando minha árvore genealógica após ver os parentes que votaram no Bozo #EleNão #ViraViraClR0 #Eleições2018 https://t.co…,nan
cwrinthians_,"RT @opovoonline: ENTREVISTA | Ciro manda um “aí, dento!” na GloboNews para eleitor de Bolsonaro. https://t.co/ikZyyX8R3g #EleiçõesOPOVO #El…",55019
bia_mgalvao,Se esses 20% fosse no Ciro né? Ninguém tava tento que escolher entre coiso e PT né,Brasil
Morefra,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Trinidad and Tobago
EuclidesFla,"RT @tribunadoceara: #Eleições2018: @cirogomes, presidenciável do PDT, votou depois das 9h, na seção que fica na Secretaria de Saúde do cear…",Ceará
flvpat,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
jose_baha,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",Ecuador
bolsonaromlk,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
pedroHscherer,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Porto Alegre, RS, Brasil"
Laissalopes2,"RT @oAdvogad0: Nordeste ‘atrapalhou’ Bolsonaro? Não! Foram VALENTES em não permitir avanço do Haddad e Ciro

Em quase todos os estados do N…",nan
FabianaMMendes,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018",nan
lucas_luluh,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Arujá, São Paulo, Brasil"
robson_wasem,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
NandoVinicius__,"RT @viniciuscaetano: Senhores, foi uma honra votar no Ciro ao lado de vcs. #Eleições2018 https://t.co/15VwmQD0FN",18
vitorestevamCRF,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","Rio de Janeiro, Brasil"
ericocr11,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Manaus/AM Brasil.
AleksSCCP,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
LivioFeitosa,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
carllamichelly2,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…","Ceará, Brasil"
thalitafirmino2,RT @VaniaLferreira: Obrigada @cirogomes por ter nos dado um pouco de esperança! Infelizmente a grande maioria da população brasileira é esc…,"Espírito Santo, Brasil"
team_gabiprado,"Bolsonaro = 46.7%
Haddad + Ciro + Alckmin =45.7

TÃO COM MEDO DO QUE CARAMBA? Bora esmagar o PT. 

#PTJamais #Eleições2018 #PTNÃO",nan
michaeltabella,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Porto Alegre/RS
itfalida,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…","São Paulo, Brasil"
igorobertto,"RT @jqteix: SE A IDADE MÍNIMA PRA VOTAR FOSSE 12 ANOS O CIRO GOMES ESTARIA NO SEGUNDO TURNO 
#Eleições2018","019, São Paulo, Brasil"
PLSP77,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Land Of Confusion & Corruption
jewish_babe,"RT @opovoonline: ENTREVISTA | Ciro manda um “aí, dento!” na GloboNews para eleitor de Bolsonaro. https://t.co/ikZyyX8R3g #EleiçõesOPOVO #El…","Fortaleza, Brasil"
parawhoredacamz,"RT @rglioche: -Ciro, pra onde vc tá indo nesse momento?
-Eu tô indo ali no barzinho
Melhor entrevista pós-derrota em uma eleição ever
#Elei…",Brasil
alexdurap,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","São Paulo, Brasil"
Richard1Kimble,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
daay_fernandes,"Eu falei desde o início, vamos combinar o voto  que o Ciro vem p/ 2° turno.. mas... #Eleições2018 https://t.co/89cA6rDiUt",Brasil
leopaulista_,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Rio de Janeiro, Brasil"
marortecho,"RT @MeloFelip: Esqueçam o tombo do Ciro e venham apoiar o Haddad no segundo turno, temos que unir forças pra salvar o Brasil meu povo, não…","Lima, Peru"
agenciabrasil,Bolsonaro também ganha no exterior; Ciro fica em segundo https://t.co/mbSqeydl2y 📷Monica Yanakiew/Agência Brasil… https://t.co/o74tYlJV4E,"Brasília - DF, Brasil"
ElisetePaes,RT @sul21aovivo: Ciro figurou em terceiro lugar no resultado das eleições – que definiram segundo turno entre Jair Bolsonaro (PSL) e Fernan…,"Santos, Brasil"
ojohndias,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…","Porto Alegre, Rio Grande do Sul"
OPatrickRamon,"Quem vai votar no Haddad da RT AKI SÓ PRA MIN VER UMA COISA 
#eleições2018  #AgoraÉHaddad  #ViraViraClR0","Conselheiro Lafaiete, Brasil"
VitoriaTay1207,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",nan
itsnostalgia,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…",nan
Jefluuizz,"RT @OPatrickRamon: Quem vai votar no Haddad da RT AKI SÓ PRA MIN VER UMA COISA 
#eleições2018  #AgoraÉHaddad  #ViraViraClR0","Conselheiro Lafaiete, Brasil"
Pirigotico_M,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…","São Paulo, Brasil"
marciel_ohara,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Kaer Morhen
hereforpaulab,"RT @ddaengbys: ciro gomes na globo news:

- disse que tá grato ao povo brasileiro, especialmente ao cearense que confiou nele;

- disse que…",nan
lhele,"RT @et_scorpion: Eu nesse exato momento. 
#ViraViraClR0
#FraudeNasUrnasEletronicas 
#Eleições2018 https://t.co/c4uBPrXpHV","Araçatuba, Brasil"
pedrosmotajr,"RT @g1: Bolsonaro vence em 2,8 mil cidades, Haddad, em 2,6 mil, e Ciro, em mais de 100 https://t.co/kUytNbXqe6 #Eleições2018 #G1 https://t.…",nan
team_gabiprado,"Sem contar que parte do povo que votou no Ciro, Alckmin e os outros candidatos vão votar no Bolsonaro por odiar o P… https://t.co/1GhppvTuvq",nan
phyamontine,"RT @gazetadopovo: Bolsonaro vence em 17 estados, Haddad em 9 e Ciro em 1. Veja a votação de cada candidato por estado. https://t.co/RIKcFMN…",nan
portaldoholanda,"#Eleições2018 
 'Ele não, sem dúvida', diz Ciro sobre apoio no segundo turno https://t.co/RJNBZ76NfO https://t.co/ngGaVziwzc",Manaus - Amazonas
PanichiRaphael,RT @enquetesdf: Dia 28 de outubro é? #ViraViraClR0  #Eleições2018  #PrayForBrazil  #FicaTemer,Brasil
lucas_caf,"RT @Badoguinho: A voz do povo é a voz de Deus! 
Esse Vídeo me faz não perder a esperança! 
#eleições2018 #elenão #ViraViraClR0 #Haddad13 #a…",nan
Leo_Gdf,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Francisco Morato
AmaliaMas,RT @enquetesdf: Dia 28 de outubro é? #ViraViraClR0  #Eleições2018  #PrayForBrazil  #FicaTemer,"Jacarepaguá, Rio de Janeiro"
cassiagontijo,RT @enquetesdf: Dia 28 de outubro é? #ViraViraClR0  #Eleições2018  #PrayForBrazil  #FicaTemer,Belo Horizonte
dandan62,RT @agenciabrasil: Bolsonaro também ganha no exterior; Ciro fica em segundo https://t.co/mbSqeydl2y 📷Monica Yanakiew/Agência Brasil #EBCnas…,nan
joserafael_75,"RT @jqteix: ""agora temos que ser moderados para conquistar eleitores do ciro""

QUE NADA, ELEITOR DO CIRO É TUDO CHUPA OVO DO LULA ENRUSTIDO…",Jundiaí
