Usuario,Mensagem,Localizacao
poxlightsner,o daciolo com mais votos q a marina kkkkkkkkkkkkkkkkkkkkkkkk auge,inferno
_maxwelljohnny,DACIOLO  tá na frente de Marina kkkkkk #ELEIÇÕES2018 https://t.co/EJcaQlEqOr,Natal - RN  
FollowRenato,"Meu Deus, a Marina nem 1 Milhão de votos nao teve ainda, que morte 😥😪😥😪 #Eleições2018","Itaquaquecetuba, SP"
matheuscahe,"RT @_kengenti: O GRITOOO QUE EU DEI, QUANDO VI QUE ATÉ O DACIOLO PASSOU DA MARINA #Eleições2018",Goiânia - Brasil
SEPedro7,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,Vila Oculta da Folha 
FeRomano80,RT @mccmiranda: Essa eleição tá tendo um aspecto importante: revelando como o brasileiro é analfabeto político. Daciolo a frente de Marina…,"São Paulo, SP, Brasil"
abmagalhaes,#Eleições2018 Procurando a Marina nas parciais. 🔍 https://t.co/DXe4T52PhO,Manaus
alessandrazv,"Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina… https://t.co/SVGQwmhV7u",Brasília
arubucar,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,nan
correio,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…","Brasília, Brasil"
UchoaJournalist,"A melhor frase na Globonews @GloboNews até agora: ""Marina Silva consegue ficar atrás do Amoedo"".
#eleições2018 #Eleições2018",Brasília - Distrito Federal
RomuloAlmeida,RT @WillianMax: Marina e o seu dom de despencar em toda eleição. Inacreditável. #Eleições2018,"Rio de Janeiro, Brasil"
_JulianoRossi,RT @WillianMax: Marina e o seu dom de despencar em toda eleição. Inacreditável. #Eleições2018,Curitiba
tigervieh,"Comentaristas da GloboNews falando que a Marina ""desidratou"" em votos... Hehehe hehehe #Eleições2018","Baturité, Brasil"
sinuheqg,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…",Brazil
FabianoCFX,"RT @TTsBrasilNews: BOCA DE URNA PRESIDENCIAL - Bolsonaro, 45%; Haddad, 28%; Ciro, 14%; Alckmin, 4%; Amoêdo, 3%; Marina, 2% #EleiçõesNoTTs #…",Rio de Janeiro
tediosim,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,"Errejota, Brasil"
marcelodemelo,RT @WillianMax: Marina e o seu dom de despencar em toda eleição. Inacreditável. #Eleições2018,"-15.832518, -47.955876"
fakeviniv,E a marina gente? Ela fez uma puta campanha e com um puta plano de governo! E no fim foi passada ate por AMOEDO????… https://t.co/xxUoG0Z2ri,nan
_bixapreta,"Amoedo ficou na frente da marina velho,  que louco",Salvador/ Ba.
PresidentedoSBT,Coitada da Marina. Vai sumir mais 4 anos e aparecer para se candidatar. #eleições2018,"São Paulo, Brasil"
nando11_hoffman,"O Acre vai decidir essa eleição. Vai dar Marina Silva no 1° turno 

          é verdade esse bilete 

#Eleições2018",Asteróide B612
skathwas75,"Com 57% das urnas apuradas, Marina Silva está com menos do que Cabo Daciolo e Meirelles!!!

Chocada!!!… https://t.co/zJgxjXrZRq","Rio de Janeiro, Brasil"
donalucena,"Marina 0,95% QUE PORRA É ESSA","Rio de Janeiro, Brasil"
educhaves,"Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup",Macapá
alexcranio2003,A marina Silva  com 57% das urnas apuradas não está nem com 1% dos votos #Eleições2018 https://t.co/4SFSHQ4GBR,"Minas Gerais, Brasil"
benecsa,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,"iPhone: -22.984161,-43.203628"
alex_decs,Marina Silva está perdendo até pro Cabo Daciolo!!! #Eleições2018,"Belém, Brasil"
Ganchodedireita,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup",Longe do PT
TodaTV,"Com 57% das urnas apuradas, Marina Silva aparece no momento em 9º lugar com 0,96% dos votos #Eleições2018",nan
FollowRenato,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup","Itaquaquecetuba, SP"
maanucavalcanti,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup","Pernambuco, Brasil"
LizPronin,57% dos votos apurados e Cabo Daciolo tem mais votos que Marina e Boulos! Eles não inspiram confiança nenhuma no eleitor. #Eleições2018,"São Paulo, Brasil"
O_Perguntelho,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup",Sao Paulo
Thamaravilhosa,"Cara, a Marina Silva não tá nem aparecendo na apuração até agora #Eleições2018","Curitiba, Brasil"
Chaconerrilla,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup",AyAJoTieLand
davidcleber70,"RT @TodaTV: Com 57% das urnas apuradas, Marina Silva aparece no momento em 9º lugar com 0,96% dos votos #Eleições2018",Brasil
dedomeio,RT @karina_olivera: Marina Silva com menos votos q o Cabo Daciolo!! Kkkkkkkkk q humilhação!!! 🤦 #Eleições2018,nan
telelocos,Está o momento maior vencedor é o Cabo Daciolo que ficou na frente da Marina Silva que agora entra e seu período de… https://t.co/wxLLrC8R94,Curitiba/PR Brasil
DaaniloQueiroz,Algo que está me chama bastante atenção é o desempenho da @MarinaSilva. Já era esperada uma queda absurda da candid… https://t.co/wnEWzjrmJd,"Brasília, Brasil"
Lucasnunes_55,"O cabo daciolo está na frente da Marina Silva kkkkkkk
#DacioloPresidente51 
#Eleições2018","Inhoaíba, Rio de Janeiro"
iransantos04,RT @mccmiranda: Essa eleição tá tendo um aspecto importante: revelando como o brasileiro é analfabeto político. Daciolo a frente de Marina…,"Salvador, BA"
EuDaniloMello,"Gente, chocado que a Marina não teve votos expressivos em estado nenhum. #Eleições2018",Bahia
7caiorodrigues,"CABO DACIOLO COM MAIS VOTOS QUE MARINA SILVA
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
#Eleições2018","Bh, MG"
ileogimenezk,RT @WillianMax: Marina e o seu dom de despencar em toda eleição. Inacreditável. #Eleições2018,"Sao Paulo, Brazil"
Santanamaii,"Daciolo continua na frente de Marina 😱😱😱 
#Eleições2018","Salvador, BA"
camilanunes,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…","Porto Alegre, Brasil"
natygranda,"Marina Silva caiu de um precipício,hein.... quem diria!
#Eleições2018 #GNEleicoes2018",Atibaia-SP
joaomarcelopp,RT @DaaniloQueiroz: Algo que está me chama bastante atenção é o desempenho da @MarinaSilva. Já era esperada uma queda absurda da candidata…,"Brasília, Brasil"
keysek,Meu Deus que país é esse que o daciolo tá na frente da Marina????? #Eleições2018,Brazil
NelsinhoRP,"Agora quero ver se quem votou em @cirogomes, @MarinaSilva, @geraldoalckmin e @joaoamoedonovo, num possível segundo… https://t.co/kl7QPM9fE0",Brasília DF
jordan_valentim,"Daciolo tá na frente da Marina 

#Eleições2018","Ilha Grande,Angra Dos Reis,RJ"
PGIAFFONE,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup",São Paulo
kronbauerdebora,Cabo daciolo ter mais votos que Marina e Boulos é inadmissível #Eleições2018,"Rio Grande do Sul, Brasil"
dudswift,o DACIOLO com mais voto que a marina,The Bad Place
alanodaro,"Rindo do Alckmin fracassado, triste pela Marina perdendo tão feio",nan
4quino,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,88%
João Amoedo (NOVO) 2,76%
Henrique Meirelles (MDB) 1,24% 
Cabo Daciolo (PATRI) 1,15%
Marina Sil…","Embu, SP"
AdamLopes,O @CaboDaciolo tem mais votos que a @MarinaSilva e @GuilhermeBoulos,Rio de Janeiro/RJ
camilcx,daciolo teve mais que a marina....,"marapé, santos"
louehearts,marina com nem 1% tadinha,Beacon Hills
saranrrc,Marina finalmente humilhada. será que agora ela desiste??,Manaus
almadepietro,"A gente esvaziou os votos da Marina, chocado.","Nilópolis, Brasil"
leviosabbey,marina e boulos o br nao merece vcs,ravenclaw
ObsoL,"Neste momento, Marina tem menos voto que o Dalciolo.",Rio de Janeiro
edgarmuller,marina chegou ao auge do fracasso,nan
Conscientizamos,Ta tudo bem? Aceita um café? @MarinaSilva #eleições2018,Brasil
blsckmagic,"marina e boulos q podem ajudar em um segundo turno n conseguiram uma quantidade considerável de votos
é entregar na… https://t.co/EudXa9kwjy",nan
aliceglazz,a marina abaixo do daciolo meu deus,sp
Anfrav,Impossível o Haddad tirar essa. Por medo do PT o eleitorado da Marina e do Alckmim foi todo pro Bolsonaro. #Eleições2018,BH-MG
Mila_Hathaway,"Uma pena: Marina Silva 
Mas é difícil! A campanha dela nunca colabora! Acho que seria uma boa governante, mas acho… https://t.co/OUYKqqjkGC",nan
sinuheqg,"Daciolo em sétimo!
Numa eleição com 13 candidatos.
Ganhando da Marina!

GLORIA A DEUXXXXXX

#Eleições2018",Brazil
KikiMioBS,"Cara, olha como o Brasil é: OLHA A QUANTIDADE DO DACIOLO E A QUANTIDADE DA MARINA E DO BOULOS! OLHA ISSO!",Brazil
totoria199,Marina n conseguiu 1 %,nan
NannySantana,"Daciolo tendo mais votos que Marina. Que fase, Brasil! #Eleições2018",nan
sraleoncioo,Acabei de ver que o cabo Daciolo passou na frente da Marina na apuração #Eleições2018,nan
lks_2l,"RT @educhaves: Cabo Daciolo tem mais votos que a Marina Silva, o que tá acontecendo???? #Eleições2018 https://t.co/uiEdnZrIup","Fortaleza, Brasil"
vicentenunes,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…",Brasília/ Brasil
veraregina_14,Marina Silva sem crédito  #Eleições2018,"Rio de Janeiro, Brasil"
aatfreitas,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…",Rio de Janeiro
leokatona,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…",Uberlândia
sassilarissash,"#Eleições2018 nos mostram que #MarinaSilva conseguiu ""nada"" além de,  mais desconhecimento do eleitorado e falta de credibilidade.","Sirinhaém, Brasil"
denistd14,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,Guarabira-PB
Midia_AM,"CABO DACIOLO NA FRENTE DA MARINA

EITA #Eleições2018 https://t.co/5SGfa52cKP","Manaus, AM"
miihyun1,marina vai hibernar de novo kkkkkkkkkkkkkkkkkkkkkk #Eleições2018,nan
_fernandestiago,"RT @alessandrazv: Por enquanto, com 57% das urnas apuradas, Cabo Daciolo (Patriotas) está na frente de Alvaro Dias (Podemos), Marina Silva…","Campinas, Brasil"
highwaytotaem,MANO A MARINA NAO DA EU TO RINDO MUITO TODA VEZ ISSO,L - 1485
PoxaRich,"Cabo Daciolo com mais votos que a Marina, meu Deus #Eleições2018","Paraíba, Brasil"
perfctblue,RT @highwaytotaem: MANO A MARINA NAO DA EU TO RINDO MUITO TODA VEZ ISSO https://t.co/5xbx3cmTpP,nan
edicleoline,"Não sei ainda o que é melhor, ver o Bolsonaro quase levando em primeiro turno, ou a Marina perdendo pro Daciolo. Ha… https://t.co/3HOELdbLpE",Brazil
marcocask,"Marina, nesse momento, com menos voto do que o Cabo Daciolo
#Eleições2018",Cidade Maravilhosa
heypsibiga,"RT @edicleoline: Não sei ainda o que é melhor, ver o Bolsonaro quase levando em primeiro turno, ou a Marina perdendo pro Daciolo. Hahaha

G…","São Paulo, Brasil"
IgorNavarroBFR,"Daciolo tem mais votos que Marina Silva.

#Eleições2018",Rio de Janeiro
andersonmiller2,Acabou que a Marina foi a vergonha dessa eleição #Eleições2018,nan
BrGuedes,Marina Silva com menos votos que o Cabo Daciolo. Isso tem explicação. Seu eleitorado migrou para Bolsonaro e Ciro G… https://t.co/BncBwUmDgI,"Rio de Janeiro, Brasil"
Flamigerado,"RT @BrGuedes: Marina Silva com menos votos que o Cabo Daciolo. Isso tem explicação. Seu eleitorado migrou para Bolsonaro e Ciro Gomes.

Iss…",nan
Lanna_S,"RT @BrGuedes: Marina Silva com menos votos que o Cabo Daciolo. Isso tem explicação. Seu eleitorado migrou para Bolsonaro e Ciro Gomes.

Iss…",Bahia - Brasil
topdasnovelas,"Marina deveria ser diretora de ONG. Pq não sei o que acontece com ela. Começa lá em cima, e agora até o Daciolo tá… https://t.co/mEZyC7jJY5",nan
AnaNardaci,daciolo passou a marina,shtv hp now united glee
LukitaBarbosa,"Marina, o Brasil não tá preparado e nem merece ter a senhora como presidente do nosso Brasil
Não tô achando vergonh… https://t.co/Ns2g4PD0HR","Itu, Brasil"
pinheirodd,"que venha o segundo turno, galera do Ciro da Marina e dos demais bora votar no HADDAD caralho! #EleNão #Eleições2018",nan
MiriaFigueiredo,"Pesquisas erraram feio hein...
Marina, Álvaro Dias, Boulos tem menos votos que Daciolo em 68% das #UrnasApuradas no… https://t.co/wvy9kGcgcC","Brasil, São Paulo, São Paulo"
ThallysBAlm,E a Marina perdendo até PRO DACIOLO. Caralho. #Eleições2018,"Maceió, AL, Brasil"
augustrik,Bem que o twitter podia ser um país governado pelo Ciro e pela Marina e o resto dos burros fica com o Hitler. #Eleições2018,nan
GisselynAlves,"Eu disse que Cabo Daciolo tinha que está no debate da globo tá  vendo a frente da Marina do Acre 😲
 #17neles 
#eleições2018 
boca de urna",Rio de Janeiro - Brasil
saturdayincasa,"Mano, olha a Marina!","Rio de Janeiro, Brasil"
MainyMedeiros,Coitada da Marina! #Eleições2018,"Mossoró, Rio Grande do Norte"
SMCristalina,"RT @edicleoline: Não sei ainda o que é melhor, ver o Bolsonaro quase levando em primeiro turno, ou a Marina perdendo pro Daciolo. Hahaha

G…",Rio de Janeiro
pzandy,"RT @edicleoline: Não sei ainda o que é melhor, ver o Bolsonaro quase levando em primeiro turno, ou a Marina perdendo pro Daciolo. Hahaha

G…",Brasil
gylk,"Só queria dizer, com 68% apurados, que @MarinaSilva tem menos votos que Cabo Daciolo  #Eleições2018 #EleicoesJP2018 https://t.co/38s54qrSKF",Palmas - Tocantins - Brasil
Ligado_TV,"Não há justificativa pra votação pífia da Marina, além do fato dela ser mulher. 
Somos um país machista e isso tá c… https://t.co/LK41zb3mP3",nan
DmarisGrn,"A única boa notícia por enquanto é Marina atrás de Daciolo.
Glória a Deux
https://t.co/pHE4R26GAp","Rio de Janeiro, Brasil"
vivianelemmertz,Coitada da Marina tá atrás até do Daciolo,nan
leticia_milanez,"O Cabo com mais votos que a Marina 😱
#Eleições2018",nan
Douglas_DNSp,Rapaz e a marina hein... perdeu pro Daciolo 🤦🏽‍♂️ #Eleições2018,"São Paulo, Brasil"
djsempre,Daciolo ganhou mais voto do que @MarinaSilva credibilidade fica onde?,salvador
JuniorDanyllo,"Marina Silva com 0,99%, atrás de Daciolo. #Eleições2018","Natal, Brasil"
chuvasdeprata7,"HAHAHAHAH VERDADE 
Mas você viu os debates ele cresceu muito na figura do palhaço cheio de graça. Kkkk
Marina FORA",Brasil
btrzkjj,"RT @Midia_AM: CABO DACIOLO NA FRENTE DA MARINA

EITA #Eleições2018 https://t.co/5SGfa52cKP",norte
derikypereira,Nem o Bonner tá acreditando na Marina atrás do Daciolo #Eleições2018,"Maceió, Alagoas - Brasil."
UpTrouxa,Eu fico chocada com a % da Marina #Eleições2018,Brasil
DayaneNLeite,Bonner chocado que Marina ficou atrás de Daciolo e ainda mandou voltar kkkkkkk #Eleições2018,nan
LuanRules,Bonner surpreso com Marina atrás de Daciolo HAHAHAHAHHAHAHHA #Eleições2018,bh
biamguimaraes,"Pessoal, o que aconteceu com Marina??? #Eleições2018",Brasil
patriciacoments,"Marina desceu ladeira abaixo..
#Eleições2018",nan
BlubliPlutao,"""Marina atrás de Daciolo"" até o Bonner assustou kkkkk

#Eleições2018",Brasil
jacbellio,Ate Bonner assustado cm a colocacao da Marina #Eleições2018,catanduva -sp
BrunooMarques79,Marina perdendo pro Daciolo. Meu Deus. #Eleições2018,Rio de Janeiro/Brasil
pqpfurehto,"MARINA DESPENCOU DEMAIS GENTE
ATRÁS DO DACIOLO
SOCORROOOOOO
#Eleições2018",Paraná - BR
DanMarroni_,"""Marina atrás de Daciolo?!"", Bonner indignado hauah

#Eleições2018","Americana, Brasil"
elvisedgard,Daciolo mais votado que Álvaro Dias e Marina! Q país é esse! #Eleições2018,nan
marialuizams__,"daciolo tá na frente de marina!? pqp!!
#Eleições2018","Bahia, Brasil"
jah_valentim,"Marina atrás até de Daciolo. 

#Eleições2018",São Paulo
BABYWBT,"""Marina atras de Daciolo?"" Kkkk nem o Boner acredita Kkk #Eleições2018",nan
Negro4n,"""Marina atrás de Daciolo"" Até o Bonner surpreso! #Eleições2018",Rio de Janeiro
leomarcomini,"Marina atrás do Daciolo, até o @realwbonner assustado! #Eleições2018",nan
OGabriel90,"Bonner: - Nossa, Marina atrás de Daciolo?!!! Hahahahahha
#Eleições2018 #17Neles","São Paulo, Brasil"
larimelo,Daciolo tem mais votos que Marina? #Eleições2018,Brasil
amanda_2626,"Daciolo passou a Marina, glória a Deux #Eleições2018",Brasil
KrystianeSPM,Marina Silva atras do Daciolo .Gloria a Deux rs #Eleições2018,nan
_grossiane,"William Bonner mandando shade pra Marina, por ela ter ficado atrás do Daciolo. #Eleições2018",Brasil
oficialNews22,Marina abaixo de Daciolo 😱😱😂😂😂😂  #Eleições2018,nan
demimuu,Bonner : Marina atrás de Daciolo #chocado #Eleições2018,"Rio de Janeiro, Brasil."
gabrielmesqiita,"Marina atrás do Daciolo, nossa!!😳😳😳😳😲😲😲 #Eleições2018","Acre, Brasil"
AnaeDiAlmeida,"William Bonner: ""Marina atrás de Daciolo?????"" Kkkkk kkkkk #Eleições2018",nan
NickiMinajBraz,Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,Brasil
MarcoRabanne,"""Marina atrás de Daciolo"" - Bonner em choque hahaha #Eleições2018",Rio - Brazil
JeanGb20,"Pq as imponderadas não votaram na Marina Silva? A mulher tá atrás do Daciolo, poxa, não tá somando 1% kkkkkkkkkkkkk… https://t.co/y28LGgMRKL","Rio de Janeiro, Brasil"
nesiscal,Daciolo pisou na candidatura da Marina #Eleições2018,nan
btbessa,A Marina tá atrás do DACIOLO #Eleições2018 https://t.co/TbzxrWkakF,"Belém, Brasil"
kertzerei,"o Bonner impressionado com o daciolo na frente de Marina e Álvaro Dias, pediu até pra outra jornalista mostrar de novo #Eleições2018",Fortaleza 
malilaskam,Bonner: Marina está atrás de Daciolo? #Eleições2018,"Cubatão, Brasil"
ali_boomaye90,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,nan
brunorcl,"Caramba, esse resultado da Marina é a grande surpresa das #Eleições2018",PE
cleysonph,Gente eu vivi o bastante para ver o Cabo Daciolo na frente da Marina Silva #Eleições2018,"Teresina, Brasil"
vinibanshee,Marina Silva teve menos votos que Daciolo!!! #Eleições2018 https://t.co/u4BZgPuJEI,Recife/Bezerros
sayolalahitori,"""MARINA ESTÁ ABAIXO DE DACIOLO???????"" — Bonner

#Eleições2018",°• Brazil & Jesus' hands ✝ •°
Alec_Uzi,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,"Rio de Janeiro, Brasil"
4quino,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Embu, SP"
CostinhaTV,"#Eleições2018 #17Neles ""Marina atrás de Daciolo..."" KKKKK https://t.co/0nhpjdiiMo",nan
mathcanil,"RT @DanMarroni_: ""Marina atrás de Daciolo?!"", Bonner indignado hauah

#Eleições2018","Juiz de Fora, Brasil"
NickiMinajbrazz,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,nan
paulobinhu,"""Marina atrás de Daciolo?"" O Bonner  tripudiando na mãe natureza #Eleições2018","São Paulo, Brasil"
FigueiraJhony,"Meu Deus, Marina com menos votos que o Daciolo?! 😨
#ELENÃO #Eleições2018","Rio de Janeiro, Brasil"
lu_euacredito,"Com 71,55% de urnas apuradas, Marina Silva e Alvaro Dias abaixo do SUPERSTAR Cabo Daciolo!!! Incrível!!! Fenômeno!
#Eleições2018",De algum lugar qualquer
Motta__s,Kkkkk a Marina tá atrás do Daciolo bixo. #Eleições2018 desista de fazer política senhora.,Brasil
tatianamariano,"Eu tô chocada demais com a Marina atrás de Amoêdo, Meirelles, Álvaro e DACIOLO #Eleições2018 https://t.co/55lAtEAN3V",Rio de Janeiro
UpTrouxa,BONNER CHOCADO COM MARINA COM MENOS VOTOS QUE DACIOLO #Eleições2018,Brasil
DanMarroni_,"João Amoêdo a frente de Marina, Meirelles, Daciolo e Álvaro Dias. Foi muito bem, diga-se

#Eleições2018","Americana, Brasil"
amorkji,O Daciolo com mais votos que a Marina é uma coisa que não entra na minha cabeça,nan
EdithMarriel,O que aconteceu com a Marina???  #eleições2018 https://t.co/rBpJigE9HR,"Ribeirão das Neves, Brasil"
viviansimoes,Daciolo acima da Marina e Boulos. Socorroooooo #Eleições2018 até o Bonner observando 👀,nan
biancaba15,"Daciolo,Amoedo,Meireles Na Frente Da Marina Silva #Eleições2018 @DanSouza1988 https://t.co/UwpntuEIuX",Brazil
Renata_oliver2,Marina abaixo do cabo Dalciolo!!!! Deuzulivre!!!! #Eleições2018,"Porto Alegre, Brasil"
jessnunaa,"Marina atrás do DA-CI-O-LO
#Eleições2018  #ViraViraClR0 https://t.co/WZYHe3plmo",#BORAHAE 
carols_castro,Daciolo com mais votos que Marina e Boulos! Não da pra se conformar! #Eleições2018,Brasil
worldofpri,"Daciolo com mais votos q Marina... mano 😅😅😅
#Eleições2018",Somewhere
Morangelica,"Todos os votos que seriam para Marina foram para Bozo! 
Parabéns pra ela, com o terrorismo contra o PT, vai eleger… https://t.co/XQ7AXMovJS",Brazil
JohnnyMaure,marina silva conseguindo ficar à frente do daciolo!!!! kkkkkkkkkk #eleições2018,Paradise City
robertthha,"Cabo DoidoCiolo com mais votos que, Marina 😱 O Brasil é inacreditável.  #Eleições2018",Brasil
biiismark,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Rio de Janeiro, Brasil"
canseideserdiet,"Mais enfraquecido que o PT, só a Marina e os prédios de bambu dela #Eleições2018",nan
rglioche,Cabo Daciolo é o quinto colocado neste momento. À frente de Marina Silva. É justamente ele o candidato que mais cap… https://t.co/XI5XJpO8tx,"São Paulo, Brasil"
lluezinho,e a Marina que não conseguiu nem 1% Jesus,"Rio de Janeiro, Brasil"
maikiobg,A Marina Silva foi superada até pelo Cabo Daciolo. Mas que vergonha. #Eleições2018 #Eleições,Porto Alegre
BAHLSdaily,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,"•,' Since: 23/O7/12 ',•"
gui02015,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Cuiabá, Mato Grosso"
bokadesifuder,"Mano, o Daciolo tem mais voto que a Marina '-' Realmente, nos fomos otários acreditando nessas #Eleições2018",Na 💩
Brunocrf07,Marina democraticamente patética hahahahahaha #Eleições2018,nan
HenriquePicanco,"Marina Silva caiu tanto, mais tanto, que soma hoje menos de 1% dos votos. Mas a 40 dias atrás, estava em segundo. #Eleições2018","Itaboraí, Brasil"
tiagocinefilo,"É, acabou o PSDB. Amém.
Marina abaixo de Daciolo ainda me deixa chocado #Eleições2018","São Paulo, Brasil"
higrzou,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,nan
dirtyjayhoseok,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,nan
blogdoleogoes,O que eu acho mais chocante é a queda nos índices da Marina Silva #Eleições2018,Brasil
akilt,Bonner representando todo brasileiro espantado com Daciolo a frente da Marina. #eleições2018,"Sao Paulo, Brazil"
derikypereira,Lo Prete consolando Bonner sobre o resultado pífio da Marina #Eleições2018,"Maceió, Alagoas - Brasil."
Deisielly_,RT @UpTrouxa: BONNER CHOCADO COM MARINA COM MENOS VOTOS QUE DACIOLO #Eleições2018,Brasil
poomoderation,"PT e #CIRO12  tão perdendo de lavada nas #Eleições2018 
E #Marina nem aparece no horizonte",No Banheiro alheio
JohnnyMaure,marina silva conseguindo ficar atrás do daciolo!!!! kkkkkkkkkk #eleições2018,Paradise City
kissydanny,"""Marina atrás de Daciolo? você pode voltar pra gente ver??"" #eleições2018","Cascavel, Brasil"
limalblue_ofc,mano o Cabo Daciolo tá na frente q a Marina Silva eu n tô conhecendo o Brasil #Eleições2018 https://t.co/cgIBTB44fu,nan
cgonflavia,"Mano.. o Daciolo foi mais votado que a Marina e o Álvaro KKK não tô crendoooo
#Eleições2018",nan
PrayingRodx,Chocada com a Marina,Brasil
jjeesus,"nem o bonner acreditando que marina ficou atrás do daciolo, o cara que passou mais da metade da campanha no monte..… https://t.co/Z3GwAbW2DL",somewhere only we know
inguimaraes04,Fico com pena da Marina kkkkk bichinha #Eleições2018,nan
bielcarboni,Marina atrás de Daciolo! 🤣🤣🤣 ninguém quer uma planta comandando o Brasil #Eleições2018 #DebateNaGlobo,"Balneário Camboriú, Brasil"
ArianaeNicki,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,"Ilhéus, Brasil"
_karine9,O Daciolo na frente da Marina kkkkkkkkkkkkk,"São Benedito, Brasil"
SanderCats,RT @RickSouza: A MARINA ATRÁS DO DACIOLO E DO ÁLVARO DIAS HUAUHAUUHAUHAUHAUHAUHAUHAUHAUHAUH #Eleições2018 https://t.co/LXortZzpPS,nan
starkxstan,RT @NickiMinajBraz: Marina Silva perdendo para o pastor Daciolo. Conseguem entender a gravidade que está o país? #Eleições2018,nan
OnErickin,"chocado com a Marina Silva, nem um 1% #Eleições2018","Benevides, Pará"
