Usuario,Mensagem,Localizacao
pavmh,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Concepción, Chile"
achaginaz,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Valencia - Venezuela
CelsaPabon,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Venezuela
Mtalcat,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Quito, Ecuador"
RegisMarina,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Ganimedes,luna de Jupiter!"
jufvicente,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",nan
_ceciliarivera,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",nan
OrlandoCisterna,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Santiago, Chile"
PabloNYI,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",nan
lenafilippis,"Tenho ctz q @joaoamoedonovo sabe q tinha muitos eleitores...mas o medo do PT permanecer por mais 4 anos, fez com qu… https://t.co/yrHmrYzsls",BH - Brasil
dynamvs,Fraude nas urnas &gt; João Amoedo &gt; 2° turno #Eleições2018,nan
WilmerDAB,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Caracas, Venezuela"
MeuEpilogo,E @joaoamoedonovo tá flertando com o Boçal???? E pensar que eu fiz campanha pra ele ir aos debates... decepção defi… https://t.co/LaVCqVQHQp,"Rio de Janeiro, Brasil"
botijon3,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",in your mind
crysMunizz,"RT @lenafilippis: Tenho ctz q @joaoamoedonovo sabe q tinha muitos eleitores...mas o medo do PT permanecer por mais 4 anos, fez com que mtos…",nan
leandro_peroni,Rindo até 2022 dos eleitores de Ciro e Alckimin HAHAHAHAHAHA #ondalaranja #eleições2018 #JoaoAmoedo30,"Espírito Santo, Brasil"
pablodemm,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Valencia, Spain"
BoletusEdulius,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","A Coruña, Galiza"
alberto_rrp,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Aquí! En mi VENEZUELA
LudyyGomeez,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",Rio de Janeiro
renatocperes,Só queria lembrar que vc isentão eleitor do @joaoamoedonovo e do @geraldoalckmin poderiam ter evitado o segundo tur… https://t.co/G3416MRSvT,nan
tassenior,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Chile
vns1lva,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…","Petrópolis, Brasil"
RodriguezManuel,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…","Punta Arenas, Chile"
bchartsnet,"Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Mar… https://t.co/168tJaNYAI",Brasil
LeandroMartyns1,Amoêdo pisando no Henrique Meirelles #Eleições2018,"Ipatinga, Brasil"
CriAndrades,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",nan
4quino,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Embu, SP"
tatianamariano,"Eu tô chocada demais com a Marina atrás de Amoêdo, Meirelles, Álvaro e DACIOLO #Eleições2018 https://t.co/55lAtEAN3V",Rio de Janeiro
DanMarroni_,"João Amoêdo a frente de Marina, Meirelles, Daciolo e Álvaro Dias. Foi muito bem, diga-se

#Eleições2018","Americana, Brasil"
biancaba15,"Daciolo,Amoedo,Meireles Na Frente Da Marina Silva #Eleições2018 @DanSouza1988 https://t.co/UwpntuEIuX",Brazil
biiismark,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Rio de Janeiro, Brasil"
gui02015,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","Cuiabá, Mato Grosso"
lugovz,"Se for para o segundo turno, já temos os culpados: os almofadinhas liberais que votaram no Amoêdo. Eles sabiam que… https://t.co/6e5wX54TKm","Campos, RJ"
IngridDamassa,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…","Minas Gerais, Brasil"
lugovz,"Se for para o segundo turno, já temos os culpados: os almofadinhas liberais que votaram no Amoêdo. Eles sabiam que… https://t.co/MJzqkjs6z5","Campos, RJ"
wbr2015,"O @joaoamoedonovo muito acima de Marina nas eleiçoes. Isso mostra que pesquisa eleitoral nao serve pra nada.
#Eleições2018",Juiz de Fora/MG
gustavomore773,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",nan
CleberMelo81,Até agora estou de bobeira com o Amoêdo; com pouca visibilidade ficou na frente dos outros que participaram dos deb… https://t.co/faiNnNLozw,"Mogi das Cruzes, Brasil"
ricarmanzano,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",nan
oficialMMarta,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…",Rio de Janeiro
gomezfuckngs,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…","São Paulo, Brasil"
RafaelApablaza,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",nan
ZavattaBruno,"Patota de Amoedo, Álvaro dias e até Daciolo, estão distanciando o final no 1o turno e dando Oxigênio a Corrupção!… https://t.co/MS3bUmo1is",nan
andresrguez,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Porto, Portugal"
bchartsnet,"Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Mar… https://t.co/livxd9nz4x",Brasil
trainmaniac,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",Lisboa
OsilvioC,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,79%
João Amoedo (NOVO) 2,69%
Henrique Meirelles (MDB) 1,24%
Cabo Daciolo (PATRI) 1,16%
Marina Silv…",Jack Antonoff
pqp_LeoJesus,"RT @bchartsnet: Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Marina Silv…","Araras, Brasil"
LuaneNeiva,"RT @bchartsnet: Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Marina Silv…",Salvador - BA
gui02015,"RT @bchartsnet: Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Marina Silv…","Cuiabá, Mato Grosso"
krisnayan_,"@joaoamoedonovo na frente de vários candidatos! Campanha sensacional! Sem tempo de TV, sem coligações e sem poder i… https://t.co/ZTukrIu2A7","Niterói, Brasil"
ctaloka,"To admirada com o desempenho do Amoedo
#Eleições2018",nan
JorgeEickhoff,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Berlín, Alemania"
ronaldinho75,"Como eu dizia, Marina não chegaria entre os 5 e Amoedo sim. Pesquisas? Não obrigado #Eleições2018",nan
tassenior,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",Chile
lilianbibiane,2% de votos para Amoêdo fizeram falta para bolsonaro ganhar no primeiro turno. #Eleições2018,"Montes Claros, Brasil"
nelsonbacalao,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",En estas calles
jaquetrage,"Feliz com o resultado do Amoedo, quase não fez campanha, um total desconhecido na política, e teve uma quantidade e… https://t.co/su8KaCy3kb",nan
CriAndrades,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",nan
FranklinCoult,"Boladão pelo Cirão, apavorado com o Daciolo, com uma peninha danada da Marina, mas muito esperançoso com o Amoedo!… https://t.co/9YzzbbOa1I",Valença
laiosaCASP,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",La Coruña
drDvdSalba01,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Latinoamerica
meirysilva2,"RT @bchartsnet: Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Marina Silv…",nan
WilmerDAB,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Caracas, Venezuela"
SlidinDelta,"RT @danielfsilva: 79,25% das urnas apuradas:
Bolsonaro (PSL) 48,03%
Haddad (PT) 26,74%
Ciro Gomes (PDT) 12,37%
Alckmin (PSDB) 5,05%
Amoêdo…","Rio de Janeiro, Brazil"
RenatoBenittes,"Estamos a um Amoedo o primeiro turno.
#17Neles 
#Eleições2018",Bento City
alonsay,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Madrid, España"
4quino,"RT @bchartsnet: Geraldo Alckmin (PSDB) 5,05%
João Amoedo (NOVO) 2,79%
Henrique Meirelles (MDB) 1,23%
Cabo Daciolo (PATRI) 1,18%
Marina Silv…","Embu, SP"
Mtalcat,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Quito, Ecuador"
linda0863,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",SangreGocha d Falcón al exilio
Igoncio,"Acabou, o coisa ruim vai ganhar. Ele tem 48%, os eleitores do Alckmin, do Meirelles, do Amoedo nunca votarão no PT.… https://t.co/vSB6WMR4L5","São Paulo, Brazil"
ad_limaa,Queria agradecer ao @joaoamoedonovo e ao nordeste por fuderem o Brasil. Obrigado mesmo #Eleições2018,nan
TecnocraciaVzla,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",EN EL TOKYO DE LA MADRE
stilesmygirl,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",Brasil
vgonzalezrios,"RT @TTsBrasilNews: BOCA DE URNA PRESIDENCIAL - Bolsonaro, 45%; Haddad, 28%; Ciro, 14%; Alckmin, 4%; Amoêdo, 3%; Marina, 2% #EleiçõesNoTTs #…",capital federal
viktorteeixeira,RT @ad_limaa: Queria agradecer ao @joaoamoedonovo e ao nordeste por fuderem o Brasil. Obrigado mesmo #Eleições2018,"Rio de Janeiro, Brasil"
VBJT,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…",#MueraLaTiraniaVivaLaLibertad
arpbmota,RT @RenovaMidia: João Amoêdo (Novo) disse que não vê “possibilidade de apoiar o PT” em um eventual segundo turno e considera apoio a Jair B…,"ÜT: -23.589569,-46.66504"
joaopedropauli4,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…","Cerqueira César, Brasil"
bchartsnet,"Geraldo Alckmin (PSDB) 4,97%
João Amoedo (NOVO) 2,72%
Henrique Meirelles (MDB) 1,22%
Cabo Daciolo (PATRI) 1,21%
Mar… https://t.co/hRLQWuZzqA",Brasil
4quino,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,97%
João Amoedo (NOVO) 2,72%
Henrique Meirelles (MDB) 1,22%
Cabo Daciolo (PATRI) 1,21%
Marina Silv…","Embu, SP"
ar_adriano,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,97%
João Amoedo (NOVO) 2,72%
Henrique Meirelles (MDB) 1,22%
Cabo Daciolo (PATRI) 1,21%
Marina Silv…",Belém
pablombento,"URNAS, AMOÊDO, ALCKMIN = PT. #Eleições2018","Jundiaí, Brasil"
heltonverao,"Sem a oportunidade de participar dos debates, o @joaoamoedonovo ficará a frente de Marina, Meirelles, Boulos, Dacio… https://t.co/W9GuLn9s18","Campo Grande, MS"
maaary_rocha,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…","Rio de Janeiro, Brasil"
lanzarinib,Imaginem @joaoamoedonovo participando dos debates e com mais tempo nos horários político (que deveria acabar).. Por… https://t.co/wBFjkPohch,"São Paulo, Brasil"
danielcajal,"É impressionante o @joaoamoedonovo fazer quase 3%, ficou na frente de muitos que tiveram beeem mais visibilidade. #Eleições2018",Balneário Camboriú
amartinon,RT @RenovaMidia: João Amoêdo (Novo) disse que não vê “possibilidade de apoiar o PT” em um eventual segundo turno e considera apoio a Jair B…,São Paulo
taymusica,"RT @pablombento: URNAS, AMOÊDO, ALCKMIN = PT. #Eleições2018",nan
LigiaSilva83,"Os eleitores do Amoêdo foram brilhantemente covardes.

#Eleições2018 
#FraudeNasUrnasEletronicas 
#vergonhadonordeste",Milano
lilo_kun,"Parabéns a todos os covardes filhos da puta que votaram no sr. Amoedo. Ajudaram muito a esquerda, parabéns! 
 #Eleições2018",nan
xKonservativ,"RT @lilo_kun: Parabéns a todos os covardes filhos da puta que votaram no sr. Amoedo. Ajudaram muito a esquerda, parabéns! 
 #Eleições2018",日本 東京
renata_rubens,"@joaoamoedonovo Se você queria ter alguma chance em 2022, espero que saiba que não tem. Acabou.

#Eleições2018",nan
tferrerm,"São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%… https://t.co/af0hJ5A7Gf",Madrid
MattRavazzi,Amoedo filho da puta!,Lixo de Janeiro
papogarcia1968,"RT @tferrerm: A presidente, al 79% escrutado:
Jair Bolsonaro 48%
Fernando Haddad 26,7%
Ciro Gomes 12,3%
Geraldo Alckmin 5,05%
João Amoedo 2…","Posadas, Argentina"
wolfiedaIlas,2022 AMOEDO GALERA JA VOU COMEÇAR A USAR LARANJA  #Eleições2018,Konoha/Maceió mexmo
PaulinaAstrozaS,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Concepción (Chile)
IsangelaAraujo,"Não deu @JoaoAmoeDoNovo 30, mas em 2022, #TamoJunto!

Agora @JairBolsonaro 17. 
#JoaoAmoedo30 #Bolsonaro17 #Eleições2018 #2turno",São Paulo - Brasil
TMDude,Amoedo com 2.5M de votos. E já anunciou que não dará apoio ao candidato do PT. #Eleições2018,nan
p7gomes,RT @wolfiedaIlas: 2022 AMOEDO GALERA JA VOU COMEÇAR A USAR LARANJA  #Eleições2018,"Brasília, Brasil"
vickbmedeiros,RT @wolfiedaIlas: 2022 AMOEDO GALERA JA VOU COMEÇAR A USAR LARANJA  #Eleições2018,"São Paulo, Brasil"
AnaVM,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…","Monteverde, Costa Rica"
eaipredo,RT @wolfiedaIlas: 2022 AMOEDO GALERA JA VOU COMEÇAR A USAR LARANJA  #Eleições2018,twitter
RomuloBetancou,RT @lanzarinib: Imaginem @joaoamoedonovo participando dos debates e com mais tempo nos horários político (que deveria acabar).. Por um Bras…,Miami
nilsonads22,"Na moral e muita falta de vergonha na cara Vota nesse PT pqp... Como pode? Vota no Amoêdo, na Marina ou até no Meir… https://t.co/maIdZJPtGe",nan
Joansinmiedo,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Rascapiquilandia
claudiofrancisc,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Talagantilandia Chile
CLoyolaLobo,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…","Santiago, Chile"
webonaditas,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Estados Unidos
IsangelaAraujo,"Não deu @JoaoAmoedoNovo 30, mas em 2022, #TamoJunto!

Agora @JairBolsonaro 17. 
#JoaoAmoedo30 #Bolsonaro17 #Eleições2018 #2turno",São Paulo - Brasil
andresrguez,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…","Porto, Portugal"
tassenior,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Chile
Mtalcat,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…","Quito, Ecuador"
cavalcantipqd,"Graças ao nordeste e mais os que votaram no @joaoamoedonovo, @jairbolsonaro não ganha em primeiro turno. Decepção d… https://t.co/QFmWSw6f5x",Brasília/DF
brazclaudiaa,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",Rio de Janeiro
Pouco_Bipolar,"Graças ao Amoedo não será no 1 turno,e a chance do pt governar de novo,aumenta  #Eleições2018",Fortaleza
mateuslps_,"Bolsonaro pegará a maioria dos votos de Amoedo e Alckmin. Mesmo se todos os votos de Ciro forem em Haddad, Bolsonar… https://t.co/yUgOMcYcJb",São Paulo
Gii_Drew,"RT @sailoratlantis: Dublin - Irlanda #eleições2018

1. Ciro Gomes (369 votos)
2. Bolsonaro (366 votos)
3. Amoedo (100 votos)
4. Haddad (77…",27
Juliana71338544,Votantes de Alckmim e Amoedo estão felizes? #Eleições2018,nan
dominatrixrj,"como que esses sequelados do alckmin, amoedo, meirelles tem mais voto que marina, boulos... meu deus do ceu",rio de janeiro
Glxias,"A culpa não é minha, eu votei no Amoedo [tweet progamado] #Eleições2018",Restaurante no fim do universo
gabaldi,"Resultado TEL AVIV #eleições2018 Bolsonaro, Ciro, Amoedo, Alckmin, Haddad https://t.co/Km0eLFUQM9",Brasil
thays_rcs,"O Amoedo não quis apoiar o Bolsonaro.Mesmo sabendo que iria perder. 
Mesmo tendo vários de seu partido apoiando.
Ob… https://t.co/7Y1HAVoNnt",Brasil
katherysm,"RT @bchartsnet: Geraldo Alckmin (PSDB) 4,97%
João Amoedo (NOVO) 2,72%
Henrique Meirelles (MDB) 1,22%
Cabo Daciolo (PATRI) 1,21%
Marina Silv…",nan
DeborahWinches6,Os 2℅ da galera do Amoedo seriam decisivos agora... Povo é foda! #17Neles #Eleições2018,nan
MVLadislau,@joaoamoedonovo parabéns por não pensar no Brasil e ajudar o PT a ir para o segundo turno. O senhor nunca terá o me… https://t.co/r3tXPcHS5l,Vitória - ES
Doutora_Dri,"""A culpa é do Nordeste, a culpa é do Amoedo"", bando de trouxa, Bolsonaro vai perder  a eleição por causa dos eleito… https://t.co/CW0rd59isD",BRASIL
dmconserva,"Neste momento:

Vontade de olhar na cara de cada eleitor do Amoedo e dizer:

OLHA A MERDA QUE VOCÊ FEZ FILHA DA PUTA !!!

#Eleições2018","Jundiaí, Brasil"
coutofelipeof,Votei no amoedo @joaoamoedonovo  e vou anular meu voto no segundo turno. Agora quero que esquerda e direita se fodam 😂😂😂😂 #Eleições2018,S
susi_hilary,"#JoaoAmoedo30 #Eleições2018 DAQUI 4 ANOS, FAÇAM ESSE CARA SER NOSSO PRESIDENTE. 🧡","Boa Vista, Brasil"
ALuizCosta,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…","São Paulo, Brasil"
Gabrieeeeeelzin,"Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018","São Paulo, Brasil"
SWZ47,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",nan
Sccp_Thmasi,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",nan
Fabianoshow4,"A decepção não é só do nordeste mas sim de quem votou no Amoedo, Marina, Alckmin, daciolo, Meireles e Álvaro Dias.… https://t.co/Mf5BynNMD8",São Paulo
FLoureiro2013,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",Porto Alegre
luisffs,A performance de @joaoamoedonovo me deixa orgulhoso. #Eleições2018,"Goiânia, Brasil"
NelsonTomas10,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",nan
Shayla_Cohen,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",Israel
rxlucao,"Marina comendo poeira nessa eleição
Amoedo mesmo sem tempo de TV surpreendendo 
#eleições2018","Belo Horizonte, Brasil"
Laine_lp,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Brazil
ChileMejor2018,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Chile
Aclemoine,"RT @tferrerm: A presidente, al 68% escrutado:
Jair Bolsonaro 48,4%
Fernando Haddad 26,6%
Ciro Gomes 12,4%
Geraldo Alckmin 4,9%
João Amoedo…",Helvegen
PEC56URGENTE,"RT @Gabrieeeeeelzin: Parabéns aos eleitores do Alckmin e Amoedo, estão até agora pondo o PT no segundo turno. #Eleições2018",Rio de Janeiro
Canhotisse,"RT @tferrerm: São Paulo capital, al 98%:
Bolsonaro 44,6%
Haddad 19,6%
Gomes 14,8%
Alckmin 8,8%
Amoêdo 5,7%
Silva 1,5%
#EleccionesBrasil #El…",Brasil
