Usuario,Mensagem,Localizacao
daniel_longue,"RT @professorigor: Eu vivi para ver a Globo citar  que uma de suas fontes de informação é o Super Pop da Luciana Gimenez!
#BolsonaroNoJorna…",
LethAndrade,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",
JDIASANETO,"RT @franciscomacsoa: O Bolsonaro ontem mal tinha entrado no estúdio do JN e já foi logo Mitando 😅
#BolsonaroNoJornalNacional #BolsonaroPres…",Brazil
EvaristoMSNeto,"RT @_SaraWinter: O conteúdo do livro que o MEC quer distribuir pras crianças de 5 e 6 anos é TÃO inofensivo, que teve que ser censurado na…",Goiânia - GO - Brasil
melyssamaria,RT @nandaa_00: gente eu não sei vocês mas esse não foi o mesmo discurso que hitler usou pra ganhar público e conseguir apoio político nos a…,Rio de janeiro 
thaimend,"RT @sirpotenza: Hoje Jair Bolsonaro ganhou mais um eleitor. Obrigado, Bonner e Renata por me ajudarem a escolher. Realmente estava muito pe…","Pacheco, São Gonçalo"
hanahmelo19,RT @SPD_33: 🔰Melhor definição da entrevista de hoje do #BolsonaroNoJornalNacional foi essa aqui. Se descobrirem o autor coloquem nos coment…,"Palhoça, Brasil"
caffeyeon,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",outro: tear
semterok,"RT @jovensreacinhas: Quem liga para economia, emprego e saúde?

A gente quer saber é de um ""kit gay"" que nunca saiu do papel!

O país não p…",
CarvalhoK_Bjj,"RT @SPD_33: 🔰BOLSONARO arrebentou. Simples assim!
#BolsonaroNoJornalNacional https://t.co/XZRemsSSId",ErreJota 
jhenigler,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",SANTOS
mlolivei,"RT @rcp01: Isso foi na Barra da Tijuca Rio de Janeiro, após da entrevista de Jair Bolsonaro.
Se isso aconteceu na sua cidade ou bairro, div…",
SDemilson,"RT @KeyllaLima2018: - Menino geme Aah uuh que bom
- Menina pede ""Mais""
Eu não sei o que é pior cara  gente defender uma desgraça dessa ou a…",Brasil
souzamagno27,"RT @JoelAlexandreM: Bonner tentou, mas não teve jeito, Bolsonaro falou o editoria de Roberto Marinho.

#BolsonaroNoJornalNacional https://t…",Brasilia
Sinara019,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",
torcedordoceara,"RT @SatilAndrew: Povo falando sobre a Renata pagar o salário de políticos, mas não fala que a Rede Globo recebe dinheiro de partidos políti…",ceara
arypqsim,"RT @mjcosta_: ""Candidato não mostre o livro"". Ué, mas não é para CRIANÇAS? 

#BolsonaroNoJornalNacional","São João da Boa Vista, Brasil"
isa_grlpwr,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","São José dos Campos, Brasil"
Igbtsebstan,"RT @bchartsnet: Bolsonaro: é massacrado na sabatina
Seus eleitores: https://t.co/L2ZkLXpBKR",Detroit
PsicoDosAnjos,"RT @Camzthay: Mano, EU ODEIO O BOLSONARO

Mas amo meu país.
E em 2015 prometi pra mim mesma q votaria em candidato que:

-Não fosse citado…",
Barbara_jc,Gente burra eu vejo aqui ⤵️,Teresina 40º
TonhoDrinks,"RT @sirpotenza: Hoje Jair Bolsonaro ganhou mais um eleitor. Obrigado, Bonner e Renata por me ajudarem a escolher. Realmente estava muito pe…",sola do pé
mareloveslisa,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",
ChristianPeyrot,"RT @SatilAndrew: Povo falando sobre a Renata pagar o salário de políticos, mas não fala que a Rede Globo recebe dinheiro de partidos políti…",Brasil
GuilhermeXagas,"RT @bchartsnet: Bolsonaro: isso aconteceu em 1964...
Bonner: nós estamos em 2018 candidato
#BolsonaroNoJornalNacional https://t.co/sjWKRS4i…","Petrópolis, Brasil"
LucasGebin,"RT @Desesquerdizada: Bonner e Renata impediram a apresentação do ""kit gay"" para crianças por #BolsonaroNoJornalNacional. Alegaram que a apr…","Curitiba, Brazil"
parabrisa08,"RT @diegorootscwb: Candidato, não mostre isso! 
Mas é um livro escolar!
Que estranho, pode mostrar tal livro na escola mas ao vivo no #Jorn…",
RosalileSoares,RT @carinavitral: Hoje vamos entrevistar o candidato Bozonaro. #BolsonaroNoJornalNacional https://t.co/sk7XLcNFuF,
mcjsg_,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",Lebanon
ubaldobarem,RT @radardamidia: No Jornal Nacional assistimos a uma entrevista feita a um candidato à Presidência da República ou a uma caçada feita por…,Brasília DF Brasil
aham_cei,"RT @filgmartin: Esse Bolsonaro livre para falar o que pensa sobre combate ao banditismo é o Bolsonaro que vai vencer a eleição.

#Bolsonaro…",
DraNeuroCardio_,"RT @startupdareal: O #BolsonaroNoJornalNacional disse claramente que:

- É a favor da ditadura
- Se preciso tem de novo
- É preciso matar i…",🇮🇹🇫🇷🇩🇪🇬🇧🇧🇷
aposentadonovo,"RT @professorigor: Eu vivi para ver a Globo citar  que uma de suas fontes de informação é o Super Pop da Luciana Gimenez!
#BolsonaroNoJorna…","Paraty, Brasil"
an_dre_sil_va,"RT @Camzthay: Mano, EU ODEIO O BOLSONARO

Mas amo meu país.
E em 2015 prometi pra mim mesma q votaria em candidato que:

-Não fosse citado…",Caminho da serpente
szmeuamorpelols,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",
vanrenaultpsi,"RT @rerojass: Bolsonaro não satisfeito em arrasar no Jornal Nacional, arrasou TB na GloboNews, na sabatina c Merval Pereira! 😎
Levantou ins…","Rio de Janeiro, Brasil"
g0ul4rt1,"RT @JOAQUIMTEIXEIA: BOLSONARO,
AO VIVO,
no JORNAL NACIONAL:

- falou que a GLOBO é sustentada pelo Estado
- falou da desigualdade salarial…","Los Angeles, CA"
Geovana_gfd,RT @VihRodrigues___: Mulheres rindo da Renata Vasconcellos e apoiando o Bolsonaro. Quando foi que as mulheres passaram a se enxergar com tã…,
Luisavalente__,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…",Florianópolis
IDrumomd,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…","Rio de Janeiro, Brasil"
semterok,RT @patysrovari: #BolsonaroNoJornalNacional esse homem é um asno... tudo é culpa dos outros.. tudo é competência dos outros... Renata acabo…,
gilbertofcj,RT @Adrelexandre: O que vocês acharam da #BolsonaroNoJornalNacional ?,Natal
CrissMix,"RT @professorigor: Sobre o processo contra Bolsonaro, deveriamos saber que não importa o que se diz, mas quem diz!

#BolsonaroNoJornalNacio…","Centro, Belo Horizonte"
Born2Nothingg,"RT @malxndrz: boa noite com o vídeo mais prazeroso do ano, amém renata vasconsellos #BolsonaroNoJornalNacional #JN https://t.co/Wo7SAgjrUM","Rio de Janeiro, Brazil"
seripeli,RT @BlogDoPim: A âncora Renata faz bem em não aceitar receber menos que homens por funções iguais (Bonner também é editor-chefe) pois ela é…,"Buriti Alegre, Brasil"
callblame,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",
dudabarbosa00,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…","Franca, Brasil"
sabrinabogeia,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Rio de Janeiro, Brasil"
futurenadi,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…",NIAZKILAM 
Matheusvtn,Nego só lança a parte dela... até pq na continuidade ele esculacha ela é a Globo toda.. 🤷🏽‍♂️😂,"Hà Nội, Việt Nam"
CarlosbarbosaA3,E levando a resposta no cu...kkkk,
costarennan_,"RT @iurynas: Vamos lá Brasil: Já que as pesquisas eleitorais ""oficiais"" são manipuladas, vamos descobrir a verdade.

Em quem você votaria p…",Goiânia - Goiás
Tammispfvr,"RT @vicidinha: Minha família n, graças a Deus https://t.co/ETjLbtC246",bsb
babiqh,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",New York City
MorenoJose0809,RT @BlogDoPim: A âncora Renata faz bem em não aceitar receber menos que homens por funções iguais (Bonner também é editor-chefe) pois ela é…,"Liberdade, São Paulo"
BEYDRAMA,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…",
hohoholly_,RT @diImabr: Precisamos tombar esse momento da TV Brasileira como Patrimônio Histórico da Humanidade. Alô @UN!!! #BolsonaroNoJornalNacional…,"São Paulo, Brasil"
nctlifesupport,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",
gsilvabraga,"@jairbolsonaro apresentou ontem no JN, ""As veias abertas da Rede Globo"".

#BolsonaroNoJornalNacional", Brasil
MeryanyG,"RT @douglasrodrigo2: Prefiro um presidente com cola na mão, do que um com tornozeleira na canela. 

#BolsonaroNoJornalNacional",Brazil  / RJ
mlolivei,RT @SchuldinerSieg: Fiquem ligados porque o julgamento da ação que aceita o pedido de ação contra o Jair Bolsonaro sobre racismo tá empatad…,
rod_azevedo69,"#BolsonaroNoJornalNacional 
Realmente, estão medindo a porcentagem de burrice do país",
smaariaaa,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Balneário Camboriú, Brasil"
Garrit16,RT @barbarafontess: Para o Bolsonaro mulher tem que ganhar menos mesmo; se quiser segurança morte de inocente é efeito colateral; se não qu…,
RosalileSoares,"RT @LannesDelRey: O Brasil viu o quanto Bolsonaro é machista ao momento que foi falar que Renata recebia menos q william Bonner.

Simplesme…",
max_s_schmidt,"RT @filgmartin: O William Bonner está gaguejando, trocando informações, errando datas... Não ficou assim nem no dia da morte do Roberto Mar…",
stylesafad0,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",Brazil
joaolucaass__,mano kkkkk,bh
stylesafad0,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",Brazil
prazerMReis,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",
ju_thaiis,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",
colognelarry,"RT @malxndrz: boa noite com o vídeo mais prazeroso do ano, amém renata vasconsellos #BolsonaroNoJornalNacional #JN https://t.co/Wo7SAgjrUM",fan account
Fernanda_am8776,"RT @Gus_Moreira: Vai cair o céu!!! O Noblat elogiando o #BolsonaroNoJornalNacional

O Print é eterno!!! https://t.co/rpeoDG96Re",Brasil
Chicao_Sorocaba,"O gambá ANDRES SANCHES, presidente do Curica, dando uma AFINADA histórica...
Até afinou a voz, HAHAHAHAHAHAHAAHAHAH… https://t.co/T4jRMFRlVw",
matheusdesanosk,Renata é minha religião,"Goioerê, Brasil"
kikoXerife,RT @Adrelexandre: O que vocês acharam da #BolsonaroNoJornalNacional ?,"João Pessoa, Paraíba, Brasil"
josesaikoski11,"RT @BlogDoPim: Globo, 17/01/2018: ""O levantamento do GGB [Grupo Gay da Bahia] é feito com base em notícias publicadas na imprensa, na inter…",
obliviaters,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…",
lepsenna,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Manaus, Brasil"
vaporjean,esse pobi aí sabe nem onde ta doido. da pena...,"Pentecoste, Brasil"
DedezaoSilva,"RT @BlogDoPim: Sobre #BolsonaroNoJornalNacional, assista ao meu comentário para a Jovem Pan. https://t.co/LF42PHSZYX",Fortaleza-CE
DIASYVES,"RT @paulacamara_: Bolsonaro: Eu fico com Roberto Marinho. Eu vou repetir aqui 

Bonner: O sr. vai repetir isso?

Bolsonaro: Vou repetir . R…",
rodrigues_duda7,"nada surpresa, só tem filha da puta nesse lixo de lugar vamos separar a barra do rio já",Ursal
aham_cei,RT @rebeecamaia: Muitas empregadas domésticas foram demitidas pq as famílias não tinham condições de pagar os valores propostos. Parem de s…,
SKIPRJ,"RT @canal_direita: ➡️ O livro é para ""educação sexual de crianças"" mas não pode mostrar ao vivo porque ""tem crianças assistindo.""

COERÊNCI…",BRASIL/RJ
WalberDaniel,"RT @MatheusfRomero: Então a Globo precisou censurar o livro que seria mostrado para crianças nas escolas? Interessante...
#BolsonaroNoJorna…",Remígio-PB
jorgeimperio,"RT @sirpotenza: Hoje Jair Bolsonaro ganhou mais um eleitor. Obrigado, Bonner e Renata por me ajudarem a escolher. Realmente estava muito pe…","Cambuci, sao paulo"
ph7machado,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…","Rio de Janeiro, Brasil"
FeehhLops,"RT @joaodrew94: vamos apreciar a beleza da mulher que matou o Bolsonaro em pleno Jornal Nacional. 
#BolsonaroNoJornalNacional 
OBRIGADO REN…",Nem eu sei
marlonlouco,"RT @malxndrz: boa noite com o vídeo mais prazeroso do ano, amém renata vasconsellos #BolsonaroNoJornalNacional #JN https://t.co/Wo7SAgjrUM",Caxias do Sul
jjsouzas,BOLSONARO NÃO PODE MOSTRAR PROVAS E NEM DOCUMENTOS.  MUITA VERGONHA PRO BONNER.  SÃO AS PROVAS QUE DIZEM TUDO. CRIA… https://t.co/cXG0AwjXVe,Brasil
ParaSempreIGOT7,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…","Pernambuco, Brasil"
senhorgates,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",✝
Dudinha_Abbady,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Viamão, Brasil"
wannablegs,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",No mundo da lua🌙
aposentadonovo,"RT @franciscomacsoa: O Bolsonaro ontem mal tinha entrado no estúdio do JN e já foi logo Mitando 😅
#BolsonaroNoJornalNacional #BolsonaroPres…","Paraty, Brasil"
LucasGebin,"RT @mjcosta_: ""Candidato não mostre o livro"". Ué, mas não é para CRIANÇAS? 

#BolsonaroNoJornalNacional","Curitiba, Brazil"
WanderleyFlorip,"RT @Br17MG2018: Acabou a entrevista do @jairbolsonaro na Globo, olha o que aconteceu na Barra... #BolsonaroNoJornalNacional https://t.co/mp…",
EleoneTabatha,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",Rio de Janeiro 
sempreverde_10,RT @fernandatanaka_: Bolsonaro foi bem articulado e claro. Foi sério. Não fugiu dos assuntos. Falou de suas pautas. Não deixou Bonner e Ren…,brasil
iannaelmirella,"RT @Teu_Mathi: JÁ QUE AS PESQUISAS ELEITORAIS """"OFICIAS"""" SÃO MANIPULADAS, VAMOS DESCOBRIR A VERDADE

Em quem você votaria???

Renata Vasco…",Manaus-Am
mlolivei,"RT @SchuldinerSieg: Você acha que o Jair Bolsonaro se saiu bem na Sabatina da Globo?

#BolsonaroNoJornalNacional 

Vote e dê RT!

Vamos ESP…",
bryanncrf,"RT @davidsantos0525: Após o Jornal. Você Vota no BOLSONARO?

🔁RT PRA ESPALHAR🔁

#BolsonaroNoJornalNacional","Rio de Janeiro, Brasil"
_Laraamorim,"RT @lucianobraz: Renata Vasconcellos: ""eu nunca aceitaria receber menos que um homem"". Salário dela:  R$ 200 mil.
Salário do William Bonner…",+021
allformyhobi,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",ovalesquad🐐
viciadaem_,"RT @Dheiperry: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidade,…",Rio de Janeiro
Milenasoliver,"RT @KeyllaLima2018: - Menino geme Aah uuh que bom
- Menina pede ""Mais""
Eu não sei o que é pior cara  gente defender uma desgraça dessa ou a…","São Bernardo do Campo, Brasil"
VictorLLuan,RT @srtalycia_: A expressão da Renata Vasconcelos entrevistando o Bolsonaro é a minha em saber que alguém vota nesse estrume #BolsonaroNoJo…,Salvador / Irecê / Prevenido
matpires2102,"RT @sirpotenza: Hoje Jair Bolsonaro ganhou mais um eleitor. Obrigado, Bonner e Renata por me ajudarem a escolher. Realmente estava muito pe…",
jjsouzas,"RT @JoelAlexandreM: Veja o que Bolsonaro falou ao ser questionado sobre homofobia no Jornal Nacional 

#BolsonaroNoJornalNacional https://t…",Brasil
souzamagno27,"RT @Fabi_Moller_: Vamos mudar o Brasil com um patriota que tenha Deus no coração, honesto, que respeite as crianças, independente de raças…",Brasilia
vitoriamchdo,"caralho vcs são muito burros, não é porque eles são jornalistas do mesmo jornal que eles exercem a mesma posição lá… https://t.co/q5lmEW0xdg",Angra dos Reis RJ
xnzhv,RT @Thidylicious: Corre baixar esse hino.  #BolsonaroNoJornalNacional https://t.co/loXtOAdvLJ,fan account
WagnerTelles3,"RT @professorigor: Sobre o processo contra Bolsonaro, deveriamos saber que não importa o que se diz, mas quem diz!

#BolsonaroNoJornalNacio…",
Fernanda_am8776,"RT @rcp01: Isso foi na Barra da Tijuca Rio de Janeiro, após da entrevista de Jair Bolsonaro.
Se isso aconteceu na sua cidade ou bairro, div…",Brasil
___DENISE___EU_,RT @iG: Veja como foi a sabatina de Jair Bolsonaro no Jornal Nacional → https://t.co/1eWGFWR8jC #BolsonaroNoJornalNacional https://t.co/rCO…,"Rio de Janeiro, Brasil"
jorgeimperio,"RT @lucianobraz: Renata Vasconcellos: ""eu nunca aceitaria receber menos que um homem"". Salário dela:  R$ 200 mil.
Salário do William Bonner…","Cambuci, sao paulo"
RafaelCRF33,"RT @maepatriota: Hey, Data Folha, parece que  vai bem a popularidade de Bolsonaro entre vendedores e carregadores de caixotes do Ceasa. 
#B…","Rio de Janeiro, Brasil"
hsrleyquinn,bom dia,
Smotaneto,"RT @BlogDoPim: Sobre #BolsonaroNoJornalNacional, assista ao meu comentário para a Jovem Pan. https://t.co/LF42PHSZYX",
InspetorCascudo,"RT @SatilAndrew: Povo falando sobre a Renata pagar o salário de políticos, mas não fala que a Rede Globo recebe dinheiro de partidos políti…",
caducw,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…",erre jota
dzotti,RT @macriarom: #BolsonaroNoJornalNacional calou a Globo ao tentar mostra o Kitgay https://t.co/DGzGew8aiQ,Brasil
Clariss08124796,"RT @Aames_Oliveira: Renata Vasconcellos: ""Não, candidato! Por favor, não mostre esse livro escolar! Tem criança assistindo!""
#BolsonaroNoJo…",Brasil
mlolivei,"RT @JoelAlexandreM: Considerações finais de Jair Bolsonaro na entrevista para o Jornal Nacional 

#BolsonaroNoJornalNacional https://t.co/e…",
MarviniOfficial,"RT @catracalivre: ""Eu pago o seu salário"", afirmou Renata Vasconcellos a Jair Bolsonaro; veja o vídeo do momento e a reação dos internautas…",depression/anxiety/bipolar
dicasdatalita,"RT @BonoroPistola: #BolsonaroNoJornalNacional 

🇧🇷 taí meu outdoor https://t.co/yCHSe233CG","Fortaleza, Brasil"
versatilgulosao,"RT @iurynas: Vamos lá Brasil: Já que as pesquisas eleitorais ""oficiais"" são manipuladas, vamos descobrir a verdade.

Em quem você votaria p…","Belo Horizonte, Brasil"
aledeara,"RT @JWellingtonMelo: Até os inimigos aplaudiram Bolsonaro!
#BolsonaroNoJornalNacional https://t.co/NPvW4i4mno",Amambai-MS
Stella_crf,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",Setor Norte - Maracanã
Solcosta29,"RT @mmarqt: Vamos fortalecer as direita aqui pessoal. O macete é curtir esse POST, dar RT e curtir todo mundo que curtiu. Tem que dar RT pr…","Brasil ,são Paulo"
CarvalhoK_Bjj,RT @CarvalhoRente: #BolsonaroNoJornalNacional Para o dia da eleição. https://t.co/nhunkZ0esn,ErreJota 
dersinho13,"RT @pauloap: Engraçado que ontem o Bonner deixou o Ciro mostrar seu documento do plano de governo

Mas o livro do kit gay pra criancas, dis…",Sete Lagoas MG
deboraguimaraes,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",Belo Horizonte
ivaniguerreiro,"RT @Desesquerdizada: Bonner e Renata impediram a apresentação do ""kit gay"" para crianças por #BolsonaroNoJornalNacional. Alegaram que a apr…",Itu - SP.
Paulolauren,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",Brasil
nicdeboni,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…",Brazil
apavcoelho,"RT @Fabi_Moller_: Vamos mudar o Brasil com um patriota que tenha Deus no coração, honesto, que respeite as crianças, independente de raças…",
Jailton_bahia,RT @BlogDoPim: A âncora Renata faz bem em não aceitar receber menos que homens por funções iguais (Bonner também é editor-chefe) pois ela é…,paraná
Fabiintheworld,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Belo Horizonte, Brasil"
iannaelmirella,RT @carinavitral: Hoje vamos entrevistar o candidato Bozonaro. #BolsonaroNoJornalNacional https://t.co/sk7XLcNFuF,Manaus-Am
ARGS92447395,"RT @Coringaz: @celsoportiolli @ARGS92447395 Também quero saber como está a pré campanha de reeleição de @jairbolsonaro para 2022.
#Bolsonar…",Amazônia - Brasil
luiz_bau,"RT @KeyllaLima2018: - Menino geme Aah uuh que bom
- Menina pede ""Mais""
Eu não sei o que é pior cara  gente defender uma desgraça dessa ou a…",Arequipa
BlackTumbIer,"RT @malxndrz: boa noite com o vídeo mais prazeroso do ano, amém renata vasconsellos #BolsonaroNoJornalNacional #JN https://t.co/Wo7SAgjrUM","Rio de Janeiro, Brasil"
Jvfranca7,"RT @Memeguy1997: Um crime em toda linha
#BolsonaroNoJornalNacional https://t.co/WFFOu1pAUm",
Marcio_Gasparr,"RT @MolotovPapillon: Esse negócio de algoritmo é foda mesmo, né? Postei sobre o #BolsonaroNoJornalNacional e pulou na tela uma propaganda d…",Sampa
ffoonntteess,"RT @realpfigueiredo: Sou o maior defensor de um JB moderado, mas esse negócio de dizer que ele falou apenas para a própria base no JN não t…","Brasília, Brasil"
YgorCerqueiraa,RT @professorigor: Bolsonaro fez mais pela igualdade salarial da Renata Vasconcellos em 10 segundos do que dez mil mulheres com os seios de…,Brasil
rafaelc_oficial,"RT @terca_livre: Merval Pereira mordeu a isca... 

DEUS FAMÍLIA BRASIL = palavras que não existem no dicionário dos globais.

Entrevista ag…","São José do Rio Claro, Brasil"
Brunoexxon,"RT @conexaopolitica: AO VIVO: Ao subir o tom sobre Jair Bolsonaro, questionando a 'desigual salarial' entre homens e mulheres, Jair Bolsona…",
Gato0800,Jogando seu voto na privada.  Esse cara é um idiota e usa o discurso da violência pra ganhar as eleições.  Teremos… https://t.co/7gEeabhKWQ,Rio de Janeiro 
jea_nunes,"RT @Camzthay: Mano, EU ODEIO O BOLSONARO

Mas amo meu país.
E em 2015 prometi pra mim mesma q votaria em candidato que:

-Não fosse citado…","Camaçari, Brasil"
LucasGebin,"RT @sirpotenza: Hoje Jair Bolsonaro ganhou mais um eleitor. Obrigado, Bonner e Renata por me ajudarem a escolher. Realmente estava muito pe…","Curitiba, Brazil"
NATANIELARAUJO4,"RT @davidsantos0525: Após o Jornal. Você Vota no BOLSONARO?

🔁RT PRA ESPALHAR🔁

#BolsonaroNoJornalNacional",
abstratweets,"RT @lovatolorde: Renata Vasconcelos: ""eu nunca aceitaria menos que um homem se eu tivesse o mesmo cargo que ele"". Salário dela como jornali…","Rio de Janeiro, Brasil"
bela2_pires,"RT @malxndrz: boa noite com o vídeo mais prazeroso do ano, amém renata vasconsellos #BolsonaroNoJornalNacional #JN https://t.co/Wo7SAgjrUM",
uesleycosta,"RT @MarceloDireita: Bolsonaro tem 1 minuto pra dizer qual é o Brasil que ele quer para o futuro.

O homem deixou a sua mensagem, agora comp…","Campo Mourão, Brasil"
FabioLima0,"RT @davidsantos0525: Após o Jornal. Você Vota no BOLSONARO?

🔁RT PRA ESPALHAR🔁

#BolsonaroNoJornalNacional","São Paulo, Brasil"
ninoarruda,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…",Coruscant
Vicckmatias,É provável,P Sherman 42 Walaby Way Sidney
iasminSantosLi2,"RT @ArthurValim: Se você viu o #BolsonaroNoJornalNacional e ainda pretende votar nele, você não entende nada de política, nada de humanidad…","Salvador, Bahia"
felipvascon,"RT @witchofhawkins: Gente, William Bonner e Renata Vasconcellos NÃO POSSUEM O MESMO CARGO. Ele além de âncora é tbm editor chefe do JN. Mas…","Goiânia, Brasil"
NilsonA39588671,"RT @Fabi_Moller_: Vamos mudar o Brasil com um patriota que tenha Deus no coração, honesto, que respeite as crianças, independente de raças…","Campo dos Afonsos, Rio de Janeiro"
InspetorCascudo,"RT @douglasrodrigo2: Prefiro um presidente com cola na mão, do que um com tornozeleira na canela. 

#BolsonaroNoJornalNacional",
paulompjunior,"RT @JoelAlexandreM: A apresentadora do jornal nacional disse que não admite ganhar menos que um homem, no entanto com certeza ela ganha men…",Rio de Janeiro - RJ - Brasil
brunocoimbra,"RT @SchuldinerSieg: Amigos,

São 2:25 da manhã e eu tenho de estar no aeroporto às 6:00.

Eu deveria estar dormindo, mas como dormir nesse…",
